question	answer	opus	prompt
Russell o sebetsa lebenkeleng la diphoofolo tse ruuwang lapeng, mme o abela ditweba jwaang. Diroto di bolokwa hara dihoko tse 3 mme di arotswe ka dihlopha tse lekanang, mme roto ka nngwe e fuwa mahlaka a 6 a jwaang. Ho na le dihoko tse 10 tsa di-hamster tse bolokilweng di le ding mme hamster ka nngwe e fuwa mahlaka a 5 a jwaang. Ho boetse ho na le hoko ya dimmutlanyana moo mahlaka a 20 a arolelwang dimmutlanyana. Jwaang ha bo sebediswe kae kapa kae lebenkeleng. Haeba dikotwana tse 160 tsa jwaang di arolwa hara diphoofolo tsena, ke diroto tse kae hara hoko e le nngwe?	5	[TextBlock(text='8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nRussell o sebetsa lebenkeleng la diphoofolo tse ruuwang lapeng, mme o abela ditweba jwaang. Diroto di bolokwa hara dihoko tse 3 mme di arotswe ka dihlopha tse lekanang, mme roto ka nngwe e fuwa mahlaka a 6 a jwaang. Ho na le dihoko tse 10 tsa di-hamster tse bolokilweng di le ding mme hamster ka nngwe e fuwa mahlaka a 5 a jwaang. Ho boetse ho na le hoko ya dimmutlanyana moo mahlaka a 20 a arolelwang dimmutlanyana. Jwaang ha bo sebediswe kae kapa kae lebenkeleng. Haeba dikotwana tse 160 tsa jwaang di arolwa hara diphoofolo tsena, ke diroto tse kae hara hoko e le nngwe?\n'}]}]
Mandy o kolota Benedict R100. Ba dumellane hore ho tla ba le phaello ya 2%. Haeba Mandy o ne a kgona ho lefa kamora dikgwedi tse 3, o tshwanela ho fa Benedict bokae?	106	[TextBlock(text='102', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMandy o kolota Benedict R100. Ba dumellane hore ho tla ba le phaello ya 2%. Haeba Mandy o ne a kgona ho lefa kamora dikgwedi tse 3, o tshwanela ho fa Benedict bokae?\n'}]}]
Mohwebi o reka mekotla ya koro ho tswa ho rapolasi ka R20 mokotla. Haeba ho tlosa mokotla o le mong polasing ho ya lebenkeleg ho bitsa R2, mme mohwebi a entse phaello ya R400 kamora ho rekisa mekotla kaofela ka R30 mokotla, o rekisitse mekotla e mekae? 	50	[TextBlock(text='40', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMohwebi o reka mekotla ya koro ho tswa ho rapolasi ka R20 mokotla. Haeba ho tlosa mokotla o le mong polasing ho ya lebenkeleg ho bitsa R2, mme mohwebi a entse phaello ya R400 kamora ho rekisa mekotla kaofela ka R30 mokotla, o rekisitse mekotla e mekae? \n'}]}]
Metswalle e mme e sebedisitse R20.25 diteketeng tsa moketjana. Ba sebedisa tjhelete e tlase ka R4.50 dijong ho feta diteketeng. Ba palama le dipalangwang tsa dipapadi ka R33.00 sepalangwa ka seng. Ha ba dumellane ho arola ditjeo ka ho lekana, motho ka mong o sebedisa bokae? 	34	[TextBlock(text='57', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMetswalle e mme e sebedisitse R20.25 diteketeng tsa moketjana. Ba sebedisa tjhelete e tlase ka R4.50 dijong ho feta diteketeng. Ba palama le dipalangwang tsa dipapadi ka R33.00 sepalangwa ka seng. Ha ba dumellane ho arola ditjeo ka ho lekana, motho ka mong o sebedisa bokae? \n'}]}]
John o kga diperekisi bakeng sa dihora tse 3. A ka kga diperekisi tse 2 ka motsotso. O kgile diperekisi tse kae kaofela?	360	[TextBlock(text='360', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJohn o kga diperekisi bakeng sa dihora tse 3. A ka kga diperekisi tse 2 ka motsotso. O kgile diperekisi tse kae kaofela?\n'}]}]
Matata a hloka ho ja dipontse tse 3.5 tsa dikokonyana bekeng hore a phele. Ha ho na le matata a leshome, a tla hloka ho ja dikokonyana tse kae ka letsatsi?	5	[TextBlock(text='5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMatata a hloka ho ja dipontse tse 3.5 tsa dikokonyana bekeng hore a phele. Ha ho na le matata a leshome, a tla hloka ho ja dikokonyana tse kae ka letsatsi?\n'}]}]
Tom o jala difate tse 10 ka selemo. Ka selemo o kgaola difate tse pedi. O qala ka difate tse 50. Kamora dilemo tse 10, 30% ya difate e ya shwa. O setse ka difate tse kae?	91	[TextBlock(text='30', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nTom o jala difate tse 10 ka selemo. Ka selemo o kgaola difate tse pedi. O qala ka difate tse 50. Kamora dilemo tse 10, 30% ya difate e ya shwa. O setse ka difate tse kae?\n'}]}]
Sue o dula sebakeng se monate. Mafelong a mang a beke, baahisani ba ile ba nka qeto ya ho bapala ka Sue. Hoseng ha Labohlano, baahisane ba ile ba beha di-flamingo tsa polasetiki tse pinki tse 18 ka pela jarete ya Sue. Moqebelo hoseng, baahisane ba ile ba kgutlisa 1/3 ya di-flamingo, ba di taka ka pente e tshweu, mme ba di kgutlisetsa pela jarete ya Sue. Jwale, ka Sontaha hoseng, ba ile ba eketsa di-flamingo tse pinki tse 18 palong e seng e ntse e le teng. Ka motshehare wa mantsiboya ka Sontaha, ho ne ho se ho ena le di-flamingo tse pinki tse kae?	24	[TextBlock(text='30', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSue o dula sebakeng se monate. Mafelong a mang a beke, baahisani ba ile ba nka qeto ya ho bapala ka Sue. Hoseng ha Labohlano, baahisane ba ile ba beha di-flamingo tsa polasetiki tse pinki tse 18 ka pela jarete ya Sue. Moqebelo hoseng, baahisane ba ile ba kgutlisa 1/3 ya di-flamingo, ba di taka ka pente e tshweu, mme ba di kgutlisetsa pela jarete ya Sue. Jwale, ka Sontaha hoseng, ba ile ba eketsa di-flamingo tse pinki tse 18 palong e seng e ntse e le teng. Ka motshehare wa mantsiboya ka Sontaha, ho ne ho se ho ena le di-flamingo tse pinki tse kae?\n'}]}]
Violetta o batla ho reka dikerayone tse ntjha. O di hloka ka mebala e mehlano e fapaneng, mme o bolokile R20 bakeng sa tsona. Kerayone ka nngwe ke R2. O tla fumana tjhentjhe ya bokae?	10	[TextBlock(text='10', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nVioletta o batla ho reka dikerayone tse ntjha. O di hloka ka mebala e mehlano e fapaneng, mme o bolokile R20 bakeng sa tsona. Kerayone ka nngwe ke R2. O tla fumana tjhentjhe ya bokae?\n'}]}]
Theko ya pene e lekana le theko ya phensele le eraser ha di kopane. Phensele e bitsa R1.20, eraser e bitsa R0.30. Dipene tse 8 di tla bitsa bokae?	12	[TextBlock(text='120', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nTheko ya pene e lekana le theko ya phensele le eraser ha di kopane. Phensele e bitsa R1.20, eraser e bitsa R0.30. Dipene tse 8 di tla bitsa bokae?\n'}]}]
"Dikhilokeramo tse 200 tsa dihwete di lokela ho abelwa direstjhurente tse 40 toropong e itseng. Restjhurente ka nngwe e lokela ho amohela diponto tse 2 tsa dihwete. Ke dikhilokeramo tse kae tsa dihwete tse ke keng tsa sebediswa?
"	120	[TextBlock(text='120', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDikhilokeramo tse 200 tsa dihwete di lokela ho abelwa direstjhurente tse 40 toropong e itseng. Restjhurente ka nngwe e lokela ho amohela diponto tse 2 tsa dihwete. Ke dikhilokeramo tse kae tsa dihwete tse ke keng tsa sebediswa?\n\n'}]}]
Toropong ya Soda, ho na le baahi ba 23786. Ba kenyelletsa banna ba 8417 le basali ba 9092. Baahi ba bang kaofela ke bana. Ke bana ba bakae ba teng Soda?	6277	[TextBlock(text='6277', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nToropong ya Soda, ho na le baahi ba 23786. Ba kenyelletsa banna ba 8417 le basali ba 9092. Baahi ba bang kaofela ke bana. Ke bana ba bakae ba teng Soda?\n'}]}]
Qalong Elaine o ne a ena le dikarete tse 20 tsa Pokemon. Ka mora kgwedi, o ile a bokella palo eo ka makgetlo a mararo. Kgweding ya bobedi, o ile a bokella dikarete tse fokolang tse 20 ho feta tseo a di bokelletseng kgweding ya pele. Kgweding ya boraro, o ile a bokella habedi palo e kopantsweng ya dikarete tsa pokemon tseo a di bokelletseng kgweding ya pele le ya bobedi. O na le dikarete tse kae tsa pokemon honajwale ka kakaretso?	320	[TextBlock(text='440', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nQalong Elaine o ne a ena le dikarete tse 20 tsa Pokemon. Ka mora kgwedi, o ile a bokella palo eo ka makgetlo a mararo. Kgweding ya bobedi, o ile a bokella dikarete tse fokolang tse 20 ho feta tseo a di bokelletseng kgweding ya pele. Kgweding ya boraro, o ile a bokella habedi palo e kopantsweng ya dikarete tsa pokemon tseo a di bokelletseng kgweding ya pele le ya bobedi. O na le dikarete tse kae tsa pokemon honajwale ka kakaretso?\n'}]}]
Mark ke mohlophisi wa puo. O hlophisa dipolele tsa palo e lekanang bakeng sa bahatisi ba babedi ba fapaneng, bao e mong le e mong a mo lefang tekanyo e fapaneng polelo ka nngwe. Mohatisi B o lefa Mark habedi seo Mohatisi A a se lefang. Mark o hlophisa kakaretso ya dipolelo tse 1000 beke le beke, mme Mohatisi A o mo lefa disente tse 5 polelong ka nngwe. Mark o etsa disente tse kae ka beke?	7500	[TextBlock(text='7500', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMark ke mohlophisi wa puo. O hlophisa dipolele tsa palo e lekanang bakeng sa bahatisi ba babedi ba fapaneng, bao e mong le e mong a mo lefang tekanyo e fapaneng polelo ka nngwe. Mohatisi B o lefa Mark habedi seo Mohatisi A a se lefang. Mark o hlophisa kakaretso ya dipolelo tse 1000 beke le beke, mme Mohatisi A o mo lefa disente tse 5 polelong ka nngwe. Mark o etsa disente tse kae ka beke?\n'}]}]
Baldur o fumana metsi sedibeng. O fumana dibakete tse 5 tsa metsi hoseng ho hong le ho hong le tse 6 thapama e nngwe le e nngwe. Haeba bakete ka nngwe e na le dilithara tse 5 tsa metsi, o fumana dilithara tse kae tsa metsi letsatsi le leng le le leng?	55	[TextBlock(text='55', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBaldur o fumana metsi sedibeng. O fumana dibakete tse 5 tsa metsi hoseng ho hong le ho hong le tse 6 thapama e nngwe le e nngwe. Haeba bakete ka nngwe e na le dilithara tse 5 tsa metsi, o fumana dilithara tse kae tsa metsi letsatsi le leng le le leng?\n'}]}]
John o hapa kgau mosebetsing. Kgau e na le moputso wa tjhelete ya nako e le nngwe wa R5000 le nyollo ya 5% ya moputso. Haeba a etsa R2000 ka beke, beke e nngwe le e nngwe ya selemo, mme a fumana kgau ka letsatsi la pele la selemo, ke tjhelete e kae a e entseng ka selemo?	114,200	[TextBlock(text='107000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJohn o hapa kgau mosebetsing. Kgau e na le moputso wa tjhelete ya nako e le nngwe wa R5000 le nyollo ya 5% ya moputso. Haeba a etsa R2000 ka beke, beke e nngwe le e nngwe ya selemo, mme a fumana kgau ka letsatsi la pele la selemo, ke tjhelete e kae a e entseng ka selemo?\n'}]}]
Josie o jala morara polasing ya hae ya dihekethara tse 10. Hekethara ka nngwe e hlahisa 5 ton ya morara ka selemo, mme ton ka nngwe ya morara e etsa di-barrel tse 2 tsa veine. Polasi ya hae e hlahisa di-barrel tse kae tsa veine ka selemo?	100	[TextBlock(text='100', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJosie o jala morara polasing ya hae ya dihekethara tse 10. Hekethara ka nngwe e hlahisa 5 ton ya morara ka selemo, mme ton ka nngwe ya morara e etsa di-barrel tse 2 tsa veine. Polasi ya hae e hlahisa di-barrel tse kae tsa veine ka selemo?\n'}]}]
Dijo tseo Carl a di ratang haholo ke kase. O ne a ja sandwich letsatsi le leng le le leng bekeng ena bakeng sa dijo tsa motshehare mme a sebedisa dilae tse 2 tsa kase sandwich ka nngwe. O ne a ja kase le mahe bakeng sa dijo tsa hoseng matsatsi a 3 ka beke a sebedisa selae se le seng leheng ho feta ho sandwich ka nngwe. O ile a etsa dijo tse ngata macaroni le kase tseo a tla di ja ditinare tse mmalwa bekeng, mme a sebedisa dilae tse 8 tsa kase ho tsona. O sebedisitse dilae tse kae tsa kase?	31	[TextBlock(text='19', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDijo tseo Carl a di ratang haholo ke kase. O ne a ja sandwich letsatsi le leng le le leng bekeng ena bakeng sa dijo tsa motshehare mme a sebedisa dilae tse 2 tsa kase sandwich ka nngwe. O ne a ja kase le mahe bakeng sa dijo tsa hoseng matsatsi a 3 ka beke a sebedisa selae se le seng leheng ho feta ho sandwich ka nngwe. O ile a etsa dijo tse ngata macaroni le kase tseo a tla di ja ditinare tse mmalwa bekeng, mme a sebedisa dilae tse 8 tsa kase ho tsona. O sebedisitse dilae tse kae tsa kase?\n'}]}]
Janet o ne a ena le dipene tse tala tse 22 le tse tshehla tse 10. A reka mekotla e 6 ya dipene tse bolou le mekotla e 2 ya dipene tse kgubedu. Ho ne ho e na le dipene tse 9 moketleng o mong le o mong wa bolou le tse 6 mokotleng o mong le o mong wa kgubedu. Janet o na le dipene tse kae jwale?	98	[TextBlock(text='66', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJanet o ne a ena le dipene tse tala tse 22 le tse tshehla tse 10. A reka mekotla e 6 ya dipene tse bolou le mekotla e 2 ya dipene tse kgubedu. Ho ne ho e na le dipene tse 9 moketleng o mong le o mong wa bolou le tse 6 mokotleng o mong le o mong wa kgubedu. Janet o na le dipene tse kae jwale?\n'}]}]
Brinley o tlelaseng ya Mong. Bert ya mmetse. Mong. Bert o fana ka diteko tse tsheletseng simestara ka seng. O dumella baithuti hore ba tlose matshwao a tlase simestareng e nngwe le e nngwe. Haeba Brinley o na le matshwao a 89, 71, 92, 100 le 86 ditekong tsa pele tse hlano, o hloka matshwao a makae tekong ya botshelela hore a fumane 93?	98	[TextBlock(text='120', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBrinley o tlelaseng ya Mong. Bert ya mmetse. Mong. Bert o fana ka diteko tse tsheletseng simestara ka seng. O dumella baithuti hore ba tlose matshwao a tlase simestareng e nngwe le e nngwe. Haeba Brinley o na le matshwao a 89, 71, 92, 100 le 86 ditekong tsa pele tse hlano, o hloka matshwao a makae tekong ya botshelela hore a fumane 93?\n'}]}]
Micheal o rata ho palama baesekele. O e palama bonyane makgetlo a 5 bekeng, mme o etsa dikhilomithara tse 25 lekgetlo le leng le le leng. O entse sena dibeke tse nne, mme a nka qeto ya hore o tla palama baesekele habedi bekeng empa bakeng sa dikhilomithatara tse 60 ka nako, mme o entse seo bakeng sa dibeke tse 3. Micheal o entse dikhilomithara tse kae ka kakaretso?	860	[TextBlock(text='460', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMicheal o rata ho palama baesekele. O e palama bonyane makgetlo a 5 bekeng, mme o etsa dikhilomithara tse 25 lekgetlo le leng le le leng. O entse sena dibeke tse nne, mme a nka qeto ya hore o tla palama baesekele habedi bekeng empa bakeng sa dikhilomithatara tse 60 ka nako, mme o entse seo bakeng sa dibeke tse 3. Micheal o entse dikhilomithara tse kae ka kakaretso?\n'}]}]
Mokotla wa Joe wa dipompong tsa Halloween o na le tjhokolete ya di-bar tse 25 le diapole tse 80 tsa dipompong. Bar e nngwe le e nngwe ya tjhokolete e boima bo atisitsweng habedi ba pompong ya apole. Haeba bar ya tjhokolete e le boima ba 40g, mokotla wa Joe wa dipompong o boima hakae, ka dikgeramo?	2600	[TextBlock(text='1800', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMokotla wa Joe wa dipompong tsa Halloween o na le tjhokolete ya di-bar tse 25 le diapole tse 80 tsa dipompong. Bar e nngwe le e nngwe ya tjhokolete e boima bo atisitsweng habedi ba pompong ya apole. Haeba bar ya tjhokolete e le boima ba 40g, mokotla wa Joe wa dipompong o boima hakae, ka dikgeramo?\n'}]}]
Rose o ile lebenkeleng ka Mantaha ho ya reka dikuku tse 4. Ka Labobedi o ile lebenkeleng le fapaneng mme a reka palo ya dikuku tseo e atisitsweng hararo. Ka Laboraro o ile lebenkeleng le leng mme a reka palo ya dikuku tsa Labobedi e atisitsweng ka 5. Kamora matsatsi a a mararo, o rekile dikuku tse kae? 	76	[TextBlock(text='124', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nRose o ile lebenkeleng ka Mantaha ho ya reka dikuku tse 4. Ka Labobedi o ile lebenkeleng le fapaneng mme a reka palo ya dikuku tseo e atisitsweng hararo. Ka Laboraro o ile lebenkeleng le leng mme a reka palo ya dikuku tsa Labobedi e atisitsweng ka 5. Kamora matsatsi a a mararo, o rekile dikuku tse kae? \n'}]}]
Dikopi tse leshome le metso e mmedi di bitsa R1200 ka tlase ho ditshenyehelo tsohle tsa halofo ya dipoleite tse leshome le metso e mmedi tse rekiswang ka R6000 e le nngwe. Kopanya kakaretso ya ditshenyehelo tsa ho reka kopi ka nngwe.	145	[TextBlock(text='1000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDikopi tse leshome le metso e mmedi di bitsa R1200 ka tlase ho ditshenyehelo tsohle tsa halofo ya dipoleite tse leshome le metso e mmedi tse rekiswang ka R6000 e le nngwe. Kopanya kakaretso ya ditshenyehelo tsa ho reka kopi ka nngwe.\n'}]}]
Sara o batla ho ithekela baki e ntjha le dipara tse 2 tsa dieta. Baki eo a e batlang e bitsa R30 mme para e nngwe le e nngwe ya dieta e bitsa R20. Sara o hlokomela bana ba moahisane ka makhetlo a 4, o fumana R5 nako le nako ha a ba hlokomela. Batswadi ba hae ba mo lefa R4 nako le nako ha a kuta mohlwa. Haeba Sara a ne a se a bolokile R10 pele a qala ho hlokomela bana, o tlameha ho kuta mohlwa ka makgetlo a makae pele a ka reka baki le dieta?	10	[TextBlock(text='18', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSara o batla ho ithekela baki e ntjha le dipara tse 2 tsa dieta. Baki eo a e batlang e bitsa R30 mme para e nngwe le e nngwe ya dieta e bitsa R20. Sara o hlokomela bana ba moahisane ka makhetlo a 4, o fumana R5 nako le nako ha a ba hlokomela. Batswadi ba hae ba mo lefa R4 nako le nako ha a kuta mohlwa. Haeba Sara a ne a se a bolokile R10 pele a qala ho hlokomela bana, o tlameha ho kuta mohlwa ka makgetlo a makae pele a ka reka baki le dieta?\n'}]}]
Jerry o na le mohlape wa dikgoho. Dikgoho tse kgubedu di hlahisa mahe a 3 ka letsatsi, mme dikgoho tse tshweu di hlahisa mahe a 5 ka letsatsi. Letsatsi le letsatsi Jerry o bokella mahe a 42. Haeba a ena le dikgoho tse ding tse tshweu tse eketsehileng ho feta tse kgubedu, o na le dikgoho tse kgubedu tse kae?	4	[TextBlock(text='7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJerry o na le mohlape wa dikgoho. Dikgoho tse kgubedu di hlahisa mahe a 3 ka letsatsi, mme dikgoho tse tshweu di hlahisa mahe a 5 ka letsatsi. Letsatsi le letsatsi Jerry o bokella mahe a 42. Haeba a ena le dikgoho tse ding tse tshweu tse eketsehileng ho feta tse kgubedu, o na le dikgoho tse kgubedu tse kae?\n'}]}]
Gary o rata ho tsamaya moeding wa serapa sa boikgathollo sa lehae, sa kgutlonnetsepa se boholo ba dimaele tse 1.5 le dimaele tse 6. Haeba a tsamaya dimaele tse 3 ka hora, o qeta dihora tse kae a tsamaya?	5	[TextBlock(text='12', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nGary o rata ho tsamaya moeding wa serapa sa boikgathollo sa lehae, sa kgutlonnetsepa se boholo ba dimaele tse 1.5 le dimaele tse 6. Haeba a tsamaya dimaele tse 3 ka hora, o qeta dihora tse kae a tsamaya?\n'}]}]
Ha a ntse a le lebenkeleng la lidolara, Sloane o bala bareki ba 100 ba kenang lebenkeleng. Letsatsing le hlahlamang, o bala bareki ba fetang 50 ho fapana le letsatsi le fetileng. Haeba kakaretso ya bareki ka letsatsi la boraro e ne e le 500, ke bareki ba bakae bao a ba badileng ka letsatsi la boraro?	250	[TextBlock(text='350', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nHa a ntse a le lebenkeleng la lidolara, Sloane o bala bareki ba 100 ba kenang lebenkeleng. Letsatsing le hlahlamang, o bala bareki ba fetang 50 ho fapana le letsatsi le fetileng. Haeba kakaretso ya bareki ka letsatsi la boraro e ne e le 500, ke bareki ba bakae bao a ba badileng ka letsatsi la boraro?\n'}]}]
Jerry o na le matamo a mabedi a ho sesa, a dutlang metsi ka sekgahla sa di-gallon tse 4 ka motsotso. Metsotsong e 4 e fetileng, letamo le leholo le ne le ena le metsi a fetang a letamo le lenyenyane habedi. Honajwale letamo le leholo le na le metsi a mangata ho feta letamo le lenyenyane ha nne. Letamo le lenyenyane le na le metsi a makae honajwale?	8	[TextBlock(text='32', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJerry o na le matamo a mabedi a ho sesa, a dutlang metsi ka sekgahla sa di-gallon tse 4 ka motsotso. Metsotsong e 4 e fetileng, letamo le leholo le ne le ena le metsi a fetang a letamo le lenyenyane habedi. Honajwale letamo le leholo le na le metsi a mangata ho feta letamo le lenyenyane ha nne. Letamo le lenyenyane le na le metsi a makae honajwale?\n'}]}]
Lori o batla ho reka para ya dieta tsa R320.00 le lebanta le tshwanang le tsona ka R32.00. Mosebetsi wa hae wa nakwana o mo lefa R8.00 ka hora. O tla tlameha ho sebetsa dihora tse kae pele a ka reka?	44	[TextBlock(text='44', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nLori o batla ho reka para ya dieta tsa R320.00 le lebanta le tshwanang le tsona ka R32.00. Mosebetsi wa hae wa nakwana o mo lefa R8.00 ka hora. O tla tlameha ho sebetsa dihora tse kae pele a ka reka?\n'}]}]
Janeth o kadimme R2000 a tshepisa ho e kgutlisa e na le 10% e eketsehileng. Haeba o tlo lefa R165 ka kgwedi dikgweding tse 12, Janeth o tlo sallwa ke bokae?	220	[TextBlock(text='220', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJaneth o kadimme R2000 a tshepisa ho e kgutlisa e na le 10% e eketsehileng. Haeba o tlo lefa R165 ka kgwedi dikgweding tse 12, Janeth o tlo sallwa ke bokae?\n'}]}]
Ho na le dipalesa tsa di-rose hara vase. Di-dahlias di feta di-rose ka 7. Ho na le dipalesa tse kae hara vase.	15	[TextBlock(text='14', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nHo na le dipalesa tsa di-rose hara vase. Di-dahlias di feta di-rose ka 7. Ho na le dipalesa tse kae hara vase.\n'}]}]
Adrian o feta Harriet ka dilemo tsa hae di atisitswe hararo, Harriet o boholo ba halofo ya dilemo tsa Zack. Kopanya hore kamora dilemo tse tharo ba tla be ba le bakae haeba Harriet o dilemo di 21 honajwale.	45	[TextBlock(text='72', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nAdrian o feta Harriet ka dilemo tsa hae di atisitswe hararo, Harriet o boholo ba halofo ya dilemo tsa Zack. Kopanya hore kamora dilemo tse tharo ba tla be ba le bakae haeba Harriet o dilemo di 21 honajwale.\n'}]}]
Baithuti ba bane ba fumane dintlha tse 251 papading ya boto. Naomi o fumane dintlha tse 68. Yuri a fumana tse 10 ho feta tsa Naomi, mme Brianna a fumana tse 17 ho feta tsa Naomi. Jojo o fumane dintlha tse kae?	54	[TextBlock(text='86', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBaithuti ba bane ba fumane dintlha tse 251 papading ya boto. Naomi o fumane dintlha tse 68. Yuri a fumana tse 10 ho feta tsa Naomi, mme Brianna a fumana tse 17 ho feta tsa Naomi. Jojo o fumane dintlha tse kae?\n'}]}]
Carmen o nka metsotso e 10 ho qeta crossword puzzle mme o nka metsotso e 5 ho qeta sudoku puzzle. Mafelong a beke o bapetse di-crossword puzzle tse 3 le di-sudoko puzzle tse 8. O nkile nako e kae a bapala dipapadi tsena?	70	[TextBlock(text='70', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nCarmen o nka metsotso e 10 ho qeta crossword puzzle mme o nka metsotso e 5 ho qeta sudoku puzzle. Mafelong a beke o bapetse di-crossword puzzle tse 3 le di-sudoko puzzle tse 8. O nkile nako e kae a bapala dipapadi tsena?\n'}]}]
Tanka ya metsi e tletse ka metsi a etsang dilithara tse 120. Celine o sebedisitse dilithara tse 90 tsa metsi ho tswa tankeng ho ya nosetsa serapa sa hae se senyane. O ile a kgona ho bokelletse metsi a pula a fetang a neng a setse habedi. Ho na le dilithara tse kae tsa metsi hara tanka?	90	[TextBlock(text='180', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nTanka ya metsi e tletse ka metsi a etsang dilithara tse 120. Celine o sebedisitse dilithara tse 90 tsa metsi ho tswa tankeng ho ya nosetsa serapa sa hae se senyane. O ile a kgona ho bokelletse metsi a pula a fetang a neng a setse habedi. Ho na le dilithara tse kae tsa metsi hara tanka?\n'}]}]
Andy o jala di-geranium tse 90 le di-petunia tse nyane ka 40 ho di-geranium. O jala dipalesa tse kae ka palo?	140	[TextBlock(text='130', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nAndy o jala di-geranium tse 90 le di-petunia tse nyane ka 40 ho di-geranium. O jala dipalesa tse kae ka palo?\n'}]}]
Khamphani e sebedisa R15000 dipapatsong ka selemo, ebe e sebedisa karolo ya boraro ya tjhelete eo e bapatsa bakeng sa selemo. Khamphani e sebedisitse tjhelete e kae ho bapatsa dilemong tse pedi?	20000	[TextBlock(text='25000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKhamphani e sebedisa R15000 dipapatsong ka selemo, ebe e sebedisa karolo ya boraro ya tjhelete eo e bapatsa bakeng sa selemo. Khamphani e sebedisitse tjhelete e kae ho bapatsa dilemong tse pedi?\n'}]}]
