q_id,subject,split,question,translate_question,choice_A,translate_choice_A,choice_B,translate_choice_B,choice_C,translate_choice_C,choice_D,translate_choice_D,answer
12,international_law,test,Is there any hierarchy or priority among States under international law?,"Je, kuna uongozi au kipaumbele chochote kati ya Mataifa chini ya sheria za kimataifa?","Yes, the States that were the founding members of the United Nations are vested with more powers and authority","Ndiyo, Mataifa ambayo yalikuwa wanachama waanzilishi wa Umoja wa Mataifa yamepewa nguvu na mamlaka zaidi","Yes, the Permanent Five Members of the UN Security Council (UK, USA, France, Russia, China) are in a superior position than the other States","Ndiyo, Wanachama Watano wa Kudumu wa Baraza la Usalama la Umoja wa Mataifa (Uingereza, Marekani, Ufaransa, Urusi, China) wako katika nafasi ya juu kuliko Mataifa mengine","No, all States are considered equal as sovereign States (the principle of sovereign equality, enshrined in article 2, para 1 UN Charter)","Hapana, Mataifa yote yanachukuliwa kuwa sawa kama Mataifa huru (kanuni ya usawa wa uhuru, iliyowekwa katika kifungu cha 2, aya ya 1 ya Mkataba wa UN)",Whether there will be any hierarchy among States is a matter of each international organization to decide,Ikiwa kutakuwa na ngazi yoyote ya uongozi kati ya Mataifa ni suala la kila shirika la kimataifa kuamua,C
13,international_law,test,What is the declaratory theory of recognition?,Nadharia ya kutangaza ya utambuzi ni nini?,Recognition is determinate for the existence of statehood,Utambuzi huamua kuwepo kwa hali ya serikali,Recognition is simply declaratory of statehood but not determinate,Utambuzi ni kutangaza tu hali ya serikali lakini sio kuamua,Recognition is merely a declaration of interest,Utambuzi ni tamko la maslahi tu,Recognition requires a declaration by the newly-created State,Utambuzi unahitaji tamko na Jimbo lililoundwa hivi karibuni,B
14,international_law,test,"What is the function of ""standard-setting in human rights diplomacy?","""kuweka viwango katika diplomasia ya haki za binadamu ni kwa kazi gani?",Standard-setting means putting forward binding legal standards,Kuweka viwango kunamaanisha kuweka mbele viwango vya kisheria vinavyofungamana,Standard-setting means merely proposing binding legal standards,Kuweka viwango kunamaanisha kupendekeza viwango vya kisheria vinavyofungamana,Standard-setting means putting forward non-binding legal standards,Kuweka viwango kunamaanisha kuweka mbele viwango vya kisheria visivyofungamana,Standard-setting means setting certain standards of conduct in human rights treaties,Kuweka viwango kunamaanisha kuweka viwango fulani vya maadili katika mikataba ya haki za binadamu,C
15,international_law,test,What dimension did the Kadi judgment introduce with respect to the incorporation of UN Security Council resolutions?,"Je, hukumu ya Kadi ilianzisha mwelekeo gani kuhusiana na kuingizwa kwa maazimio ya Baraza la Usalama la UN?",The Kadi judgment demanded that UNSC resolutions are construed in accordance with human rights,Hukumu ya Kadi ilidai kwamba maazimio ya UNSC yafafanuliwe kwa mujibu wa haki za binadamu,The Kadi judgment demanded that all UNSC resolutions be incorporated without any further implementing legislation,Hukumu ya Kadi ilitaka maazimio yote ya UNSC yajumuishwe bila utekelezaji wa sheria yoyote zaidi,The Kadi judgment required that important UNSC resolutions be transformed and not merely incorporated,Hukumu ya Kadi ilihitaji kwamba maazimio muhimu ya UNSC yabadilishwe wala sio kujumuishwa tu,The Kadi judgment claimed that UNSC resolutions are not binding if they violate human rights,Hukumu ya Kadi ilidai kuwa maazimio ya UNSC sio ya kufungamana ikiwa yanakiuka haki za binadamu,A
16,international_law,test,Magna Carta was,Magna Carta ilikuwa,An agreement in 1689 which guaranteed freedom of speech in Parliament,Makubaliano ya mwaka 1689 ambayo yalihakikisha uhuru wa kujieleza Bungeni,"An agreement in 1215 between the King and his barons, which guaranteed certain protections for subjects","Makubaliano ya 1215 kati ya Mfalme na wakuu wake, ambayo yalihakikisha ulinzi fulani kwa watu",A constitutional document in the 19th century guaranteeing the right to vote,Hati ya kikatiba katika karne ya 19 inayohakikisha haki ya kupiga kura,A document setting a complete Bill of Rights for England,Hati inayoweka Mswada kamili wa Haki za Uingereza,B
17,international_law,test,Do individuals (physical) persons enjoy international legal personality in the same manner as States and international organisations?,"Je, watu binafsi (wa kimwili) wanafurahia haiba ya kisheria ya kimataifa kwa njia sawa na Mataifa na mashirika ya kimataifa?","Individuals enjoy international legal personality, but this is limited","Watu binafsi wanafurahia haiba ya kisheria ya kimataifa, lakini hii ina mipaka",Individuals enjoy unlimited international legal personality,Watu binafsi wanafurahia haiba ya kisheria ya kimataifa usio na mipaka,Individuals do not enjoy any international legal personality,Watu binafsi hawafurahii haiba yoyote ya kisheria ya kimataifa,Individuals can only bring claims before international courts,Watu binafsi wanaweza tu kuleta madai mbele ya mahakama za kimataifa,A
18,international_law,test,Is there any hierarchy or priority among the various methods of peaceful settlement of disputes?,"Je, kuna ngazi yoyote ya uongozi au kipaumbele kati ya mbinu mbalimbali za utatuzi wa migogoro kwa amani?","Yes, all the political methods (e.g. negotiation, mediation, inquiry, conciliation) should be exhausted prior to resorting to legal methods","Ndiyo, mbinu zote za kisiasa (kwa mfano mazungumzo, upatanishi, uchunguzi, upatanisho) zinapaswa kufanywa kabla ya kuamua kutumia mbinu za kisheria","Legal methods prevail over the political methods, since they are binding upon the parties","Mbinu za kisheria zinatawala mbinu za kisiasa, kwa kuwa zinawabana wahusika",There is no hierarchy among these methods and the choice belongs to the disputing States,Hakuna ngazi ya uongozi kati ya njia hizi na chaguo huwa ni la Mataifa yanayozozana,It is a matter of an impartial third party to decide which method will have priority over the other,Ni suala la mtu wa tatu asiye na upendeleo kuamua ni njia gani itakuwa na kipaumbele juu ya nyingine,C
19,international_law,test,Which of the following statements is false?,Ni kauli gani kati ya zifuatazo ni za uwongo?,In the 1990's it became apparent the European Court of Human Rights had to be reformed because it wasn't examining enough cases,Katika miaka ya 1990 ilionekana wazi kwamba Mahakama ya Ulaya ya Haki za Kibinadamu ilibidi ifanyiwe marekebisho kwa sababu haikuwa ikichunguza kesi za kutosha,In the 1990's it became apparent the European Court of Human Rights had to be reformed because the workload had increased,Katika miaka ya 1990 ilionekana wazi kwamba Mahakama ya Ulaya ya Haki za Kibinadamu ilipaswa kurekebishwa kwa sababu mzigo wa kazi ulikuwa umeongezeka,In the 1990's it became apparent the European Court of Human Rights had to be reformed because it was a part time court that could not process the growing number of complaints,Katika miaka ya 1990 ilionekana wazi kwamba Mahakama ya Ulaya ya Haki za Kibinadamu ilipaswa kurekebishwa kwa sababu ilikuwa mahakama ya muda ambayo haikuweza kushughulikia idadi ya malalamiko iliyokuwa ikiongezeka ,In the 1990's it became apparent the European Court of Human Rights had to be reformed because of the growth in the number of individuals who could access the Court after the increase in the number of member states,Katika miaka ya 1990 ilionekana wazi kwamba Mahakama ya Ulaya ya Haki za Kibinadamu ilipaswa kurekebishwa kwa sababu ya kuongezeka kwa idadi ya watu ambao wangeweza kufikia Mahakama baada ya kuongezeka kwa idadi ya nchi wanachama,D
20,international_law,test,What is the meaning of proportionality in relation to the options available to the victim State?,"Je, kuna maana gani ya uwiano kuhusiana na chaguzi zinazopatikana kwa nchi iliyoathiriwa?",The victim State may use the same means and intensity of force as the aggressor,Nchi iliyoathiriwa inaweza kutumia njia na nguvu sawa na mshambulizi,The victim State may use any means to defeat and incapacitate the aggressor,Nchi iliyoathiriwa inaweza kutumia njia yoyote kumshinda na kumlemaza mshambulizi,The victim State may only use such means and force as it is necessary to defeat the aggressor,Nchi iliyoathiriwa inaweza tu kutumia njia na nguvu kama inavyohitajika kumshinda mshambulizi,The victim State can do nothing without Security Council approval,Nchi iliyoathiriwa haiwezi kufanya chochote bila idhini ya Baraza la Usalama,C
21,international_law,test,What is the ordinary geographical scope of jurisdiction?,"Je, ni upeo gani wa kawaida wa kijiografia wa mamlaka?",Jurisdiction is ordinarily extra-territorial,Mamlaka kwa kawaida ni ya nje ya eneo,Jurisdiction is ordinarily on the high seas,Mamlaka kwa kawaida huwa kwenye bahari kuu,Jurisdiction is ordinarily territorial,Mamlaka kwa kawaida huwa ni ya eneo,Jurisdiction is determined by the location of the offender.,Mamlaka imedhamiriwa na eneo la mkosaji.,C
22,international_law,test,Which are the formal sources of international law?,Vyanzo rasmi vya sheria za kimataifa ni gani?,"Custom, treaties and judicial decisions","Desturi, mikataba na maamuzi ya mahakama","Custom, general principles of law and theory","Desturi, kanuni za jumla za sheria na nadharia","Treaties, custom and general principles of law","Mikataba, desturi na kanuni za jumla za sheria","Treaties, custom and General Assembly Resolutions","Mikataba, desturi na Maazimio ya Mkutano Mkuu",C
23,international_law,test,What is the purpose of baselines under the law of the sea?,"Je, mstari wa msingi una madhumuni gani chini ya sheria ya bahari?",The determination of baselines is used for the measuring of the internal waters of coastal States,Uamuzi wa mstari wa msingi hutumiwa kwa kupima maji ya ndani ya Mataifa ya pwani,"The determination of baselines is instrumental to the establishment of all maritime zones, since they constitute the starting point for measuring the breadth of each zone","Uamuzi wa mstari wa msingi ni muhimu kwa uanzishwaji wa kanda zote za baharini, kwa kuwa zinaunda mahali pa kuanzia kwa kupima upana wa kila eneo",The determination of baselines is instrumental to the safe navigation of vessels on the high seas,Uamuzi wa mstari wa msingi ni muhimu kwa urambazaji salama wa meli kwenye bahari kuu,Baselines are drawn only in cases of maritime delimitation between opposing State before an international court or tribunal,Mistari ya msingi huchorwa tu katika hali za uwekaji mipaka wa baharini kati ya Nchi pinzani mbele ya korti ya kimataifa au mahakama,B
24,international_law,test,What is the difference between conciliation and mediation?,Kuna tofauti gani kati ya uafikanishi na upatanishi?,"Conciliation is the continuation of mediation with the difference that conciliation produces a binding result, while mediation not","Uafikanishi ni mwendelezo wa uafikiano na tofauti kwamba uafikanishi hutoa matokeo ya lazima, ihlali upatanishi hauwezi","Conciliation is conducted exclusively by representatives of the UN Secretary-General, while mediation may also be conducted by third States' officials","Uafikanishi unafanywa na wawakilishi wa Katibu Mkuu wa UN pekee, ilhali upatanishi unaweza pia kufanywa na maafisa wa Mataifa ya tatu","Mediation is usually conducted by a person appointed with the consent of the parties, while conciliation involves a commission, which proceeds to an impartial examination of the dispute and proposes settlement terms","Uafikanishi kwa kawaida hufanywa na mtu aliyeteuliwa kwa idhini ya wahusika, ilhali upatanishi unahusisha tume inayoendelea na uchunguzi usio na upendeleo wa mzozo na kupendekeza masharti ya suluhu","Conciliation is a method of dispute settlement pursued only by virtue of a treaty, while mediation may also be on an ad hoc basis","Uafikanishi ni njia ya utatuzi wa migogoro inayofuatwa tu kwa mujibu wa mkataba, ilhali upatanishi unaweza pia kuwa kwa msingi wa ad hoc",C
25,international_law,test,"In Osman v UK (1998), the European Court laid down a test, which can be used to apply a general positive obligation on a state. Which of the following statements is not part of the Osman test?","Katika Osman v UK (1998), Mahakama ya Ulaya ilifanya jaribio ambalo linaweza kutumika kutumia wajibu chanya wa jumla kwa serikali. Ni kauli gani kati ya zifuatazo si sehemu ya jaribio la Osman?",The risk must emanate from a state agent,Hatari lazima itokane na wakala wa serikali,If a real and imminent risk (of death/harm),Ikiwa hatari ya kweli na ya karibu (ya kifo/madhara),A state should take reasonable steps to prevent death/harm occurring,Serikali inapaswa kuchukua hatua zinazofaa kuzuia kifo/madhara kutokea,A state knows or ought to have known,Serikali inajua au ilipaswa kujua,A
