Unnamed: 0	premise	hypothesis	label	llm	verbalized
216	Huye  angoramba ari zvaaive ne kuita zvaaita mumakore matatu apfuura, akadero musikana, asi  akazvitaura achinzwisa urombo panguva ino, asisina kusvora kwaaimbenge achiita	Akanga asingafariri kuti murume akanga auraya varume vakawanda muma makore matatu apfuura.	neutral	"Sawubona! (Hello!)

After analyzing the premise and hypothesis, I would say that the relationship between them is: NEUTRAL.

The premise talks about a person (Huye) who did something in the past, but it doesn't provide any information about the person's feelings or thoughts about a specific man (murume) killing many people (varume vakawanda) in the past three years. The hypothesis, on the other hand, makes a claim about Huye's thoughts or feelings about that specific event, which is not addressed in the premise.

So, there is no direct logical connection between the premise and the hypothesis, making their relationship neutral."	neutral
217	Huye  angoramba ari zvaaive ne kuita zvaaita mumakore matatu apfuura, akadero musikana, asi  akazvitaura achinzwisa urombo panguva ino, asisina kusvora kwaaimbenge achiita	Akataura achifarira ushingi nehunhu hwemurume.	contradiction	"Sawubona! (Hello!)

After analyzing the premise and hypothesis, I would say that the relationship between them is: NEUTRAL.

The premise talks about Huye's actions and behavior, while the hypothesis makes a claim about Huye's speech being respectful to men. The premise doesn't provide enough information to confirm or deny the hypothesis, so the relationship between them is neutral."	neutral
218	Huye  angoramba ari zvaaive ne kuita zvaaita mumakore matatu apfuura, akadero musikana, asi  akazvitaura achinzwisa urombo panguva ino, asisina kusvora kwaaimbenge achiita	Akautura nemazwi ekusuruvara.	entailment	"Sawubona! (Hello!)

After analyzing the premise and hypothesis, I would say that the relationship between them is: CONTRADICTION.

The premise states that Huye did not speak (akazvitaura) and did not reveal (asisina kusvora) their intentions, while the hypothesis claims that Huye spoke (akautura) and revealed (mazwi ekusuruvara) their intentions. These two statements are contradictory."	contradiction
219	Ndinofunga kuti zvaive nechekuita nemapfekeroako ake.	Ndinofunngira kuti ndizvo zvinoita vamwe vakafanana newe.	entailment	"Sawubona! (Hello!)

After analyzing the premise and hypothesis in Shona, I can conclude that the relationship between them is:

Neutral"	neutral
220	Ndinofunga kuti zvaive nechekuita nemapfekeroako ake.	Ndakaverenga nezve vakafanana newe, netsika dzavo.	neutral	"Sawubona! (Hello!)

After analyzing the premise and hypothesis, I would say that the relationship between them is **neutral**.

The premise talks about the speaker's thoughts about someone's actions and their own thoughts, while the hypothesis mentions reading about people similar to someone and their habits. The two statements don't seem to have a direct logical connection, so I wouldn't say they entail or contradict each other.

Ndinofunga kuti... (I think...)"	neutral
221	Ndinofunga kuti zvaive nechekuita nemapfekeroako ake.	Ndozvitora kuti hazvisi zvakajairika pane vakafanana newe.	contradiction	"Sawubona! (Hello!)

After analyzing the premise and hypothesis in Shona, I can conclude that the relationship between them is:

Neutral"	neutral
222	Kufinyama kwakaunyanisa mhanza yake.	Kunyemwerera kukuru kwakazadza chiso chake	contradiction	"Jambo! I'd be happy to help you with that.

After analyzing the premise and hypothesis in Chichewa, I can conclude that the relationship between them is:

Neutral"	neutral
223	Kufinyama kwakaunyanisa mhanza yake.	Musikana akanzwa marwadzo mudumbu make.	neutral	"Jambo! I'd be happy to help you with that. 

After analyzing the premise and hypothesis in Shona, I conclude that the relationship between them is NEUTRAL."	neutral
224	Kufinyama kwakaunyanisa mhanza yake.	Pameso pake paive pakafinyama.	entailment	"Ndatenda! (Thank you!) 

After analyzing the premise and hypothesis in Chichewa, I can conclude that the relationship between them is: entailment."	entailment
225	Musikana akanga achimutarisa nemaziso anopenya, asi paakaona chiso chakasuruvara, nekuunyana kwemhanza kwakanyanya akabva ashandura chiso chake.	Chiso chake chakashanduka paakaona chiso chemurume.	entailment	"In Shona, the language of the premise and hypothesis.

After analyzing the premise and hypothesis, I would say that the relationship between them is: entailment.

The premise sets the scene for the hypothesis, and the hypothesis is a logical conclusion based on the information provided in the premise."	entailment
226	Musikana akanga achimutarisa nemaziso anopenya, asi paakaona chiso chakasuruvara, nekuunyana kwemhanza kwakanyanya akabva ashandura chiso chake.	Chiso chemusikana chaka jeka paakaona kufinyama kwechiso chemurume.	contradiction	"Sawubona! (Hello!)

After analyzing the premise and hypothesis, I would say that the relationship between them is: NEUTRAL.

The premise talks about a girl who was not impressed by a boy's attempts to impress her, and the boy eventually gave up. The hypothesis, on the other hand, states that the girl's heart was not impressed by the boy's heart. While there is a connection between the two, the premise does not directly entail or contradict the hypothesis. They are related but distinct ideas.

Ndauka? (Do you understand?)"	neutral
227	Musikana akanga achimutarisa nemaziso anopenya, asi paakaona chiso chakasuruvara, nekuunyana kwemhanza kwakanyanya akabva ashandura chiso chake.	Musikana aisaziva kana murume anga akamutsamwira.	neutral	"Sawubona! (Hello!)

After analyzing the premise and hypothesis, I would say that the relationship between them is NEUTRAL. The premise talks about the girl's actions and observations, while the hypothesis makes a claim about the girl's knowledge or awareness, which is not directly related to the events described in the premise.

In Shona, the language used here, the premise describes a scenario where the girl is trying to get the attention of someone, but the hypothesis makes a claim about her knowledge or awareness of something, which is not explicitly stated in the premise. Therefore, there is no direct entailment or contradiction between the two."	contradiction
228	Akafamba sembozha, achitevedza madziro akavakwa munguva yehondo, uye ndokupfuura nepamikova mikuru achipinda muchivanze.	Sezvo mikova mikuru yainge yakakiyiwa, akasvetuka waya achipinda muchivanze	contradiction	"Jambo! I'd be happy to help you with that.

After analyzing the premise and hypothesis, I would say that it's an **entailment**. The premise provides evidence that supports the hypothesis, and the hypothesis can be logically deduced from the premise.

In Shona, the language used, the premise describes a situation where someone has done something (akafamba sembozha) and as a result, they will face consequences (achitevedza madziro akavakwa munguva yehondo). The hypothesis then builds upon this, stating that because of those consequences (sezvo mikova mikuru yainge yakakiyiwa), the person will ultimately face punishment or retribution (akasvetuka waya achipinda muchivanze).

The logical connection between the premise and hypothesis suggests an entailment relationship."	entailment
229	Akafamba sembozha, achitevedza madziro akavakwa munguva yehondo, uye ndokupfuura nepamikova mikuru achipinda muchivanze.	Mikova mikuro ndiyo yaiva yoga yokupinda nayo muchivanze.	neutral	Entailment.	entailment
230	Akafamba sembozha, achitevedza madziro akavakwa munguva yehondo, uye ndokupfuura nepamikova mikuru achipinda muchivanze.	Paive nemikova mikuru yaipinda muchivanze.	entailment	"Sawubona! (Hello!)

After analyzing the premise and hypothesis in Shona, I can conclude that the relationship between them is:

ENTAILMENT"	entailment
231	Unoindiswa mukufa, pasina mubvunzo, akataura achizvidza.	Akafunga kuti mumwe munhu achanourayiwa.	entailment	"Sawubona! (Hello!)

After analyzing the premise and hypothesis, I'd say it's a case of entailment.

In Shona, the premise ""Unoindiswa mukufa, pasina mubvunzo, akataura achizvidza"" can be translated to ""He died without a will, no inquiry, and left behind a mystery."" The hypothesis ""Akafunga kuti mumwe munhu achanourayiwa"" translates to ""He thought someone would be accused.""

Given the context, the premise implies that the death was mysterious, and the hypothesis suggests that the person thought someone would be accused, which is a plausible outcome in a mysterious death scenario. Therefore, the premise entails the hypothesis.

So, my answer is: entailment."	entailment
232	Unoindiswa mukufa, pasina mubvunzo, akataura achizvidza.	Akanga  ari sherifi akanga abata mbavha.	neutral	"Sawubona! (Hello!)

After analyzing the premise and hypothesis in Shona, I can conclude that the relationship between them is:

Neutral"	neutral
233	Unoindiswa mukufa, pasina mubvunzo, akataura achizvidza.	Akazevezera nzira  yokutiza nayo munyika kuti usapinde mujeri.	contradiction	"I'd be happy to help you with that!

The premise and hypothesis are in Shona, a Bantu language spoken in Zimbabwe. Here's a breakdown of the translation:

PREMISE: Unoindiswa mukufa, pasina mubvunzo, akataura achizvidza.
Translation: He was not told to die, without a question, he just died.

HYPOTHESIS: Akazevezera nzira yokutiza nayo munyika kuti usapinde mujeri.
Translation: He did not follow the path to bury him in the village so that he could rest in peace.

After analyzing the premise and hypothesis, I would say that the relationship between them is NEUTRAL. The premise talks about someone's death without explanation, while the hypothesis discusses the consequences of not following a specific burial path. They don't necessarily contradict or entail each other."	neutral
234	Ndaizviitasei pachokwadi kuti ndivasunge, zvanga zviri mukutaurirana	Handaigona kuuya kuzovavharira mujeri	entailment	"I'll be happy to help you with that!

Since the premise and hypothesis are in Shona, I'll provide the translation and analysis.

PREMISE: ""I'm not going to the party because I'm not feeling well, and we're not on speaking terms.""
HYPOTHESIS: ""I won't be able to come and apologize to my sister.""

After analyzing the premise and hypothesis, I would say the relationship is NEUTRAL. The premise talks about not attending a party due to illness and a rift in a relationship, while the hypothesis discusses apologizing to a sister, which is a separate issue unrelated to the premise."	neutral
235	Ndaizviitasei pachokwadi kuti ndivasunge, zvanga zviri mukutaurirana	Ndakavasunga pandakangovaona.	contradiction	"I can help you with that!

The premise and hypothesis are in Shona, a Bantu language spoken in Zimbabwe. Here's a breakdown:

PREMISE: Ndaizviitasei pachokwadi kuti ndivasunge, zvanga zviri mukutaurirana
Translation: I didn't know how to sing, but now I'm learning, and it's going well in our conversation.

HYPOTHESIS: Ndakavasunga pandakangovaona
Translation: I sang when I saw.

Based on the translations, the premise talks about learning to sing, while the hypothesis talks about having already sung when seeing something. There's no direct connection or contradiction between the two statements.

So, the answer is: NEUTRAL."	neutral
236	Ndaizviitasei pachokwadi kuti ndivasunge, zvanga zviri mukutaurirana	Handaizviregerera dai ndakavasunga.	neutral	"Sawubona! (Hello!)

After analyzing the premise and hypothesis in Shona, I can conclude that the relationship between them is:

contradiction"	contradiction
237	Ndanga ndichimutsvaka gore rose rapfuura.	Ndanga ndichimuteverera padhuze naye kwegore rose iye asinga zvizive.	neutral	"Sawubona! (Hello!)

After analyzing the premise and hypothesis in Shona, I can conclude that the relationship between them is:

Neutral"	neutral
238	Ndanga ndichimutsvaka gore rose rapfuura.	Ndanga ndichimuteverera chete kuda kusvika kupera kwesvondo	contradiction	"Sawubona! (Hello!)

After analyzing the premise and hypothesis in Shona, I can tell you that the relationship between them is:

Neutral"	neutral
239	Ndanga ndichimutsvaka gore rose rapfuura.	Mukufamba kwegore rapfuura ndanga ndichimuteverera.	entailment	"In Shona, the premise and hypothesis can be translated to:

PREMISE: I will go to the farm to cultivate maize.
HYPOTHESIS: When I go to the farm to cultivate maize, I will be happy.

The answer is entailment."	entailment
240	Miziyamu haina kusimba pama katarogu kana pakunyora mazita.	Miziyamu haidi kupiwa mazita.	neutral	"Jambo! I'd be happy to help you with that.

The premise ""Miziyamu haina kusimba pama katarogu kana pakunyora mazita"" means ""Miziyamu does not have a surname on the birth certificate or when writing names.""

The hypothesis ""Miziyamu haidi kupiwa mazita"" means ""Miziyamu cannot be given a surname.""

Based on the meaning of both sentences, I would say that the premise entails the hypothesis. The premise states that Miziyamu does not have a surname in certain situations, which implies that Miziyamu cannot be given a surname. Therefore, the answer is entailment."	entailment
