question	choices	answer	subject	command_r	prompt
Ni uwuhe murimo uri mu yindi mirimo itari iyibanze? 	['Injeniyeri mu byikoranabuhanga ', 'Umukozi wakoraga ku murongo wo guteranyirizaho ikamyo yo mu bwoko bwa F-10 ', 'Umukozi ukora mu ruganda rutunganya peteroli', 'Umukozi ushinzwe parikingi']	D	high_school_geography	C)Umukozi ukora mu ruganda rutunganya peteroli	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni uwuhe murimo uri mu yindi mirimo itari iyibanze? 
 A)Injeniyeri mu byikoranabuhanga  B)Umukozi wakoraga ku murongo wo guteranyirizaho ikamyo yo mu bwoko bwa F-10  C)Umukozi ukora mu ruganda rutunganya peteroli D)Umukozi ushinzwe parikingi"
Ni uwuhe mu turere dukurikira aho ubuhinzi bwibanze burigusimburwa nibikorwa byubucuruzi ku rwego runini? 	['Imisozi ya Alpes yo mu Busuwisi ', 'Ikigobe cya Amazone ', 'Afurika ya Ruguru ', 'Ikirere cyo muri Alasika']	B	high_school_geography	C)Afurika ya Ruguru	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni uwuhe mu turere dukurikira aho ubuhinzi bwibanze burigusimburwa nibikorwa byubucuruzi ku rwego runini? 
 A)Imisozi ya Alpes yo mu Busuwisi  B)Ikigobe cya Amazone  C)Afurika ya Ruguru  D)Ikirere cyo muri Alasika"
Abantu bakomeye bitandukanyije namadini yose bitwa 	['ibyisi', 'ubupagani. ', 'gusebya', 'gukunda igihugu']	A	high_school_geography	B) ubupagani	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Abantu bakomeye bitandukanyije namadini yose bitwa 
 A)ibyisi B)ubupagani.  C)gusebya D)gukunda igihugu"
Uturere dusangiye ibi byose uretse  	['imipaka', 'imiterere ihuriyeho. ', 'ahantu runaka. ', 'bisobanurwa mu buryo bworoshye. ']	D	high_school_geography	D) bisobanurwa mu buryo bworoshye	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Uturere dusangiye ibi byose uretse  
 A)imipaka B)imiterere ihuriyeho.  C)ahantu runaka.  D)bisobanurwa mu buryo bworoshye. "
Muri ibi bikurikira, ni ikihe kintu cyingenzi cyabimukira babanyamerika kitari ukuri?	['Abapayiniya batuye kugeza 1870 ⁇ Abadage, Abongereza, Abanyascote-Irlande, Abanyafurika', '1870 - 1914 - Abanyaziya', '1870 -1914 - Abanyaburayi biburasirazuba nabo mu majyepfo', '1965  -  kugeza ubu  -  Hispanics']	B	high_school_geography	Abapayiniya batuye kugeza 1870	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Muri ibi bikurikira, ni ikihe kintu cyingenzi cyabimukira babanyamerika kitari ukuri?
 A)Abapayiniya batuye kugeza 1870 ⁇ Abadage B)Abongereza C)Abanyascote-Irlande D)Abanyafurika"
Ni ayahe magambo akurikira agaragaza imijyi myinshi yo muri Afurika? 	['Bafite uturere turumbuka kandi dufite isuku.    ', ' Abenshi mu bimukira bava mu byaro bakajya mu mijyi hari utuzi twabo.  ', 'Bafite uturere dutatu twubucuruzi dutandukanye.  ', 'Bafite ibikorwa remezo byateye imbere.']	C	high_school_geography	C) Bafite uturere dutatu twubucuruzi dutandukanye.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ayahe magambo akurikira agaragaza imijyi myinshi yo muri Afurika? 
 A)Bafite uturere turumbuka kandi dufite isuku.     B) Abenshi mu bimukira bava mu byaro bakajya mu mijyi hari utuzi twabo.   C)Bafite uturere dutatu twubucuruzi dutandukanye.   D)Bafite ibikorwa remezo byateye imbere."
Ni ikihe gihugu gifite ikibazo gikomeye cyubucuruzi bitewe naho giherereye? 	['Singapuru', 'Ubutaliyani ', 'Esipanye ', 'Mongoliya']	D	high_school_geography	C) Esipanye	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ikihe gihugu gifite ikibazo gikomeye cyubucuruzi bitewe naho giherereye? 
 A)Singapuru B)Ubutaliyani  C)Esipanye  D)Mongoliya"
Ni mu kihe gice cyurugero rwa Burgess rwakarere kicyaro umuntu yasangaho amazu meza, amazu yumuryango umwe, namazu yamacumbi ahenze? 	[' Icya mbere', 'Icya kabiri ', 'Icya gatatu ', 'Icya kane ']	C	high_school_geography	Icya kabiri	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni mu kihe gice cyurugero rwa Burgess rwakarere kicyaro umuntu yasangaho amazu meza, amazu yumuryango umwe, namazu yamacumbi ahenze? 
 A) Icya mbere B)Icya kabiri  C)Icya gatatu  D)Icya kane "
Igitekerezo cyuko sosiyete yose ikura mu bukungu hakurikijwe icyiciro cyiterambere cyibyiciro bitanu cyatanzwe na 	['Rostow.', 'Umujyi wa Ravenstein ', 'von Thünen. ', 'Burgess']	A	high_school_geography	C)von Thünen.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Igitekerezo cyuko sosiyete yose ikura mu bukungu hakurikijwe icyiciro cyiterambere cyibyiciro bitanu cyatanzwe na 
 A)Rostow. B)Umujyi wa Ravenstein  C)von Thünen.  D)Burgess"
Muri ibi bikurikira, ni iki kitagomba gufatwa nkinzitizi yo gukwirakwiza umuco runaka? 	['Ururimi', 'Idini', 'Inyanja', 'Abaturage barangwa no kwihanganira abandi ']	D	high_school_geography	D) Abaturage barangwa no kwihanganira abandi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Muri ibi bikurikira, ni iki kitagomba gufatwa nkinzitizi yo gukwirakwiza umuco runaka? 
 A)Ururimi B)Idini C)Inyanja D)Abaturage barangwa no kwihanganira abandi "
Igikorwa cyo gutera no gukurikiraho ni igikorwa gikubiyemo kwimuka kandi gisobanurwa neza mugihe 	"['Abashyitsi bashya basenya amazu yamacumbi bakayubaka bundi bushya. ', 'Abashyitsi bashya babana mu mahoro nabashyitsi ba kera. ', 'Abaturage bashya bihuza nabari basanzwe batuye muri ako gace. ', ""Abaturage bashya bimukira mu duce dutuwe n'abantu bakuze. ""]"	D	high_school_geography	D) Abaturage bashya bimukira mu duce dutuwe n'abantu bakuze.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Igikorwa cyo gutera no gukurikiraho ni igikorwa gikubiyemo kwimuka kandi gisobanurwa neza mugihe 
 A)Abashyitsi bashya basenya amazu yamacumbi bakayubaka bundi bushya.  B)Abashyitsi bashya babana mu mahoro nabashyitsi ba kera.  C)Abaturage bashya bihuza nabari basanzwe batuye muri ako gace.  D)Abaturage bashya bimukira mu duce dutuwe n'abantu bakuze. "
Ni ikihe muri ibi bikurikira cyerekana neza ibisobanuro byakarere gakora?  	['Ikarita igaragaza Atlanta nkikigo cyindege cya Delta Airlines', 'Ingingo isobanura akarere kitwa Amajyepfo', 'Ikarita igaragaza intara ijana za Karolina yamajyaruguru', 'Igitabo gisobanura ibyakarere kitwa Umuzingo wa Bibiliya']	A	high_school_geography	D)Igitabo gisobanura ibyakarere kitwa Umuzingo wa Bibiliya	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ikihe muri ibi bikurikira cyerekana neza ibisobanuro byakarere gakora?  
 A)Ikarita igaragaza Atlanta nkikigo cyindege cya Delta Airlines B)Ingingo isobanura akarere kitwa Amajyepfo C)Ikarita igaragaza intara ijana za Karolina yamajyaruguru D)Igitabo gisobanura ibyakarere kitwa Umuzingo wa Bibiliya"
Ni ikihe gitekerezo kigaragazwa n'amaduka mashya yubatse hafi yinzu nini yubucuruzi? 	"['Imiterere yimbaraga rukuruzi   ', 'Gutakaza intera', 'Ubwuzuzanye', ""Imikorere y'imikorere   ""]"	D	high_school_geography	D)Imikorere y'imikorere	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ikihe gitekerezo kigaragazwa n'amaduka mashya yubatse hafi yinzu nini yubucuruzi? 
 A)Imiterere yimbaraga rukuruzi    B)Gutakaza intera C)Ubwuzuzanye D)Imikorere y'imikorere   "
Ivuka ryabakozi binganda bo mu mijyi i Burayi ryagize uruhare mu itangira rya	['Impinduramatwara ya mbere mu buhinzi.', 'Impinduramatwara ya Kabiri mu Buhinzi.', 'Impinduramatwara ya gatatu mu buhinzi.', 'Impinduramatwara ya kane mu buhinzi.']	B	high_school_geography	B)Impinduramatwara ya Kabiri mu Buhinzi.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ivuka ryabakozi binganda bo mu mijyi i Burayi ryagize uruhare mu itangira rya
 A)Impinduramatwara ya mbere mu buhinzi. B)Impinduramatwara ya Kabiri mu Buhinzi. C)Impinduramatwara ya gatatu mu buhinzi. D)Impinduramatwara ya kane mu buhinzi."
Ni ayahe magambo akurikira avuga ukuri ku birebana nuturere two mu Burasirazuba bwa Aziya dukorerwamo imirimo yubucuruzi? 	['U Buyapani bufite umutungo kamere mwinshi.', 'U Bushinwa bufite umutungo kamere muke ariko bufite abakozi benshi. ', 'Ubushinwa buri gutera imbere mu buryo bwihuse. ', 'Tayiwani ibuze inganda nabakozi bize.']	C	high_school_geography	B)U Bushinwa bufite umutungo kamere muke ariko bufite abakozi benshi.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ayahe magambo akurikira avuga ukuri ku birebana nuturere two mu Burasirazuba bwa Aziya dukorerwamo imirimo yubucuruzi? 
 A)U Buyapani bufite umutungo kamere mwinshi. B)U Bushinwa bufite umutungo kamere muke ariko bufite abakozi benshi.  C)Ubushinwa buri gutera imbere mu buryo bwihuse.  D)Tayiwani ibuze inganda nabakozi bize."
Ni ayahe magambo agaragaza neza Umuryango w'Abibumbye? 	['Umuryango wAbibumbye ufite abapolisi ku isi hose. ', 'Ibihugu bigize Umuryango wAbibumbye byemera ko Umuryango wAbibumbye ari wo ufite uburenganzira ku butegetsi bwabyo. ', 'Umuryango wAbibumbye ni wo ushyiraho amategeko agenga isi. ', 'Umuryango wAbibumbye ukunda kwivanga mu makimbirane yo ku isi. ']	D	high_school_geography	B)Ibihugu bigize Umuryango wAbibumbye byemera ko Umuryango wAbibumbye ari wo ufite uburenganzira ku butegetsi bwabyo.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ayahe magambo agaragaza neza Umuryango w'Abibumbye? 
 A)Umuryango wAbibumbye ufite abapolisi ku isi hose.  B)Ibihugu bigize Umuryango wAbibumbye byemera ko Umuryango wAbibumbye ari wo ufite uburenganzira ku butegetsi bwabyo.  C)Umuryango wAbibumbye ni wo ushyiraho amategeko agenga isi.  D)Umuryango wAbibumbye ukunda kwivanga mu makimbirane yo ku isi. "
Muri ibi bikurikira, ni ikihe gice cyemewe? 	['Umujyi wa Dixie ', 'Pennsylvania . ', 'Akarere kisoko ka Winn-Dixie ', 'Amajyaruguru yuburengerazuba bwa Pasifika ']	B	high_school_geography	A)Umujyi wa Dixie	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Muri ibi bikurikira, ni ikihe gice cyemewe? 
 A)Umujyi wa Dixie  B)Pennsylvania .  C)Akarere kisoko ka Winn-Dixie  D)Amajyaruguru yuburengerazuba bwa Pasifika "
Kwibanda ku bikorwa byumusaruro nabantu mu bwisanzure ku nyungu za buri wese byitwa 	['ihame ryo gusimbuza. ', 'gusenyuka', 'imijyi minini. ', 'ibikorwa remezo. ']	C	high_school_geography	D)ibikorwa remezo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kwibanda ku bikorwa byumusaruro nabantu mu bwisanzure ku nyungu za buri wese byitwa 
 A)ihame ryo gusimbuza.  B)gusenyuka C)imijyi minini.  D)ibikorwa remezo. "
Ni irihe tsinda ryindimi rigizwe n'gitaliyani, Igihisipaniya, Igiporutugali nikirumaniya?  	['Uburayi', 'Igisilave', 'Ikidage', 'Ibyurukundo']	D	high_school_geography	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni irihe tsinda ryindimi rigizwe n'gitaliyani, Igihisipaniya, Igiporutugali nikirumaniya?  
 A)Uburayi B)Igisilave C)Ikidage D)Ibyurukundo"
Ankara, Turukiya na Islamabad, Pakistani byombi ni ingero za 	"['imigi yo mu butayu.  ', 'ibikomangoma byimbere. ', ""imijyi mikuru ya kera y'abakoloni.  "", 'imijyi ihanganye.']"	B	high_school_geography	C) imijyi mikuru ya kera y'abakoloni	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ankara, Turukiya na Islamabad, Pakistani byombi ni ingero za 
 A)imigi yo mu butayu.   B)ibikomangoma byimbere.  C)imijyi mikuru ya kera y'abakoloni.   D)imijyi ihanganye."
Muri ibi bikurikira, ni ikihe kitagaragaza ubuhahirane 	"['Umunsi mukuru wa Halloween', ""Ibyokurya byabanyamahanga byahindutse bitewe n'ibyo Abanyamerika bakunda "", 'Abayahudi bAbahasidimu', ' Gatolika muri Louisiana']"	C	high_school_geography	B)Ibyokurya byabanyamahanga byahindutse bitewe n'ibyo Abanyamerika bakunda	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Muri ibi bikurikira, ni ikihe kitagaragaza ubuhahirane 
 A)Umunsi mukuru wa Halloween B)Ibyokurya byabanyamahanga byahindutse bitewe n'ibyo Abanyamerika bakunda  C)Abayahudi bAbahasidimu D) Gatolika muri Louisiana"
Inyigisho ivuga ko uwari kugenzura ubutaka bwu Burayi yari kuzategeka isi yose yitwa 	['inyigisho ivuga ko ubushobozi bwumuntu bufite aho bugarukira. ', 'igitekerezo cya domino. ', 'inyigisho ivuga ko isi ari ahantu hingenzi cyane. ', ' Imyumvire ya Rimland.']	C	high_school_geography	D) Imyumvire ya Rimland.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Inyigisho ivuga ko uwari kugenzura ubutaka bwu Burayi yari kuzategeka isi yose yitwa 
 A)inyigisho ivuga ko ubushobozi bwumuntu bufite aho bugarukira.  B)igitekerezo cya domino.  C)inyigisho ivuga ko isi ari ahantu hingenzi cyane.  D) Imyumvire ya Rimland."
Ni irihe tsinda rihagarariye idini rya Isilamu ryo mu bwoko bwAbaperesi (Iran) kandi ryemera ko Imamu bakomoka kuri Ali batagira amakosa kandi ko bafite uburenganzira buturuka ku Mana bwo kugira ubutware? 	['Abasuni', 'Abayisilamu/Shiite', 'Imamu', ' Abantu batagomba kugerwaho']	B	high_school_geography	B) Abayisilamu/Shiite	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni irihe tsinda rihagarariye idini rya Isilamu ryo mu bwoko bwAbaperesi (Iran) kandi ryemera ko Imamu bakomoka kuri Ali batagira amakosa kandi ko bafite uburenganzira buturuka ku Mana bwo kugira ubutware? 
 A)Abasuni B)Abayisilamu/Shiite C)Imamu D) Abantu batagomba kugerwaho"
Ingaruka zo kwiyongera ni 	['kongerera abakozi batari abibanze mu bukungu bwimijyi bwongereye abakozi benshi bibanze.  ', 'igipimo cyabakozi bo mu mijyi nabo mu cyaro mu bukungu. . ', 'igipimo cyabakozi bo mu mujyi nabakozi bo mu mirima mu bukungu. . ', 'kongeraho imirimo yo mu cyaro yashinzwe nubukungu bwimijyi.  ']	A	high_school_geography	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ingaruka zo kwiyongera ni 
 A)kongerera abakozi batari abibanze mu bukungu bwimijyi bwongereye abakozi benshi bibanze.   B)igipimo cyabakozi bo mu mijyi nabo mu cyaro mu bukungu. .  C)igipimo cyabakozi bo mu mujyi nabakozi bo mu mirima mu bukungu. .  D)kongeraho imirimo yo mu cyaro yashinzwe nubukungu bwimijyi.  "
Igitabo cyera cyAbahindu cyitwa 	['Talmud.', 'Bibiliya', 'Torah', 'Veda.']	D	high_school_geography	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Igitabo cyera cyAbahindu cyitwa 
 A)Talmud. B)Bibiliya C)Torah D)Veda."
Muri ibi bintu bikurikira, ni ikihe kiranga umugi wo mu Burayi bwi Burasirazuba?  	['Pariki yo mu mujyi rwagati', 'Amazu yidini akomeye', 'Ikibuga kinini kiri hagati gikikijwe namazu ya leta nayubuyobozi', 'Amazu yamacumbi meza cyane']	C	high_school_geography	C)Ikibuga kinini kiri hagati gikikijwe namazu ya leta nayubuyobozi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Muri ibi bintu bikurikira, ni ikihe kiranga umugi wo mu Burayi bwi Burasirazuba?  
 A)Pariki yo mu mujyi rwagati B)Amazu yidini akomeye C)Ikibuga kinini kiri hagati gikikijwe namazu ya leta nayubuyobozi D)Amazu yamacumbi meza cyane"
