question	choices	answer	subject	command_r+	prompt
Na libota Nini ba minoko lingi ya Europa ezali?	['minoko ya ba ouralo-altaïques', 'minoko ya ba Basques', 'minoko ya ba Indo-Européennes', 'ba phénicien ']	C	high_school_geography	B)minoko ya ba Basques	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Na libota Nini ba minoko lingi ya Europa ezali?
 A)minoko ya ba ouralo-altaïques B)minoko ya ba Basques C)minoko ya ba Indo-Européennes D)ba phénicien "
"Dénominateur commun nini na kati ya ba termes apartheid"", ""kosukola ethnique"" na ""intégration"" ?"	['Makambo oyo esalemaki na Allemagne ya Nazi na ntango ya Guerre mondiale ya Yambo', 'Ezali lolenge ya kokabola ba ndako ya kofanda', 'Bazali bango nyoso na moyen ya komikotisa na quartier ya population ebimi na ba ethnie ya kokesena.', 'Ezali maloba ya kokesena mpo na kolakisa eloko moko.']	B	high_school_geography	C)Bazali bango nyoso na moyen ya komikotisa na quartier ya population ebimi na ba ethnie ya kokesena.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Dénominateur commun nini na kati ya ba termes apartheid"", ""kosukola ethnique"" na ""intégration"" ?
 A)Makambo oyo esalemaki na Allemagne ya Nazi na ntango ya Guerre mondiale ya Yambo B)Ezali lolenge ya kokabola ba ndako ya kofanda C)Bazali bango nyoso na moyen ya komikotisa na quartier ya population ebimi na ba ethnie ya kokesena. D)Ezali maloba ya kokesena mpo na kolakisa eloko moko."
 bo ndimi Nini Na Oyo elandi ezo lakisa malamu ba paya Oyo bazo bika na Europa?	['mingi kati na bango ba zo Mona été ko zua citoyenneté ezuamaka Na Pete na mboka Oyo eyambi Bango ', 'ba payas Oyo ya ba musulman ya Africa ya Nord ba mikotisama malamu Na france', 'ba paya Oyo bazo vanda na na engumba ya Europa baza rarement Na mabota Na bango', 'batiamaka ebele Na esika Na quartier fulani']	D	high_school_geography	A)mingi kati na bango ba zo Mona été ko zua citoyenneté ezuamaka Na Pete na mboka Oyo eyambi Bango	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user:  bo ndimi Nini Na Oyo elandi ezo lakisa malamu ba paya Oyo bazo bika na Europa?
 A)mingi kati na bango ba zo Mona été ko zua citoyenneté ezuamaka Na Pete na mboka Oyo eyambi Bango  B)ba payas Oyo ya ba musulman ya Africa ya Nord ba mikotisama malamu Na france C)ba paya Oyo bazo vanda na na engumba ya Europa baza rarement Na mabota Na bango D)batiamaka ebele Na esika Na quartier fulani"
Na kati ya misala oyo elandi, wapi ezali TE ba misala ya economie ya secondaire ?	['Kosangisa ba pièce ya motuka', 'Bosoni ya chemise', 'Kobimisa cuivre', 'Kokangisa ba buku']	C	high_school_geography	A)Kosangisa ba pièce ya motuka	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Na kati ya misala oyo elandi, wapi ezali TE ba misala ya economie ya secondaire ?
 A)Kosangisa ba pièce ya motuka B)Bosoni ya chemise C)Kobimisa cuivre D)Kokangisa ba buku"
Johnny PE Susie bazo kende na Ecosse PONA ko bongisa ndaku monene ya libota PE ko vanda Kuna. Nini ekomisi déménagement Na Bango migration ? 	['ba katisi ba ndelo ya ba mboka misusu', 'ba memo eloko te Na bango', 'ba logwe PONA libela', 'ba ko vanda Kuna koleka mbula moko']	C	high_school_geography	D)ba ko vanda Kuna koleka mbula moko	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Johnny PE Susie bazo kende na Ecosse PONA ko bongisa ndaku monene ya libota PE ko vanda Kuna. Nini ekomisi déménagement Na Bango migration ? 
 A)ba katisi ba ndelo ya ba mboka misusu B)ba memo eloko te Na bango C)ba logwe PONA libela D)ba ko vanda Kuna koleka mbula moko"
entités Nini Na Oyo elandi eko Kani ya Ekolo ?	['Antarctique', ' Samoa américaines', 'Egypito ', 'ba îles Marshall']	C	high_school_geography	D) ba îles Marshall	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: entités Nini Na Oyo elandi eko Kani ya Ekolo ?
 A)Antarctique B) Samoa américaines C)Egypito  D)ba îles Marshall"
esansi ya mabanga ya talo Nini eza ebele?	['phosphate ', 'pétrole ', 'hydrocarbures ', 'makala']	D	high_school_geography	D)makala	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: esansi ya mabanga ya talo Nini eza ebele?
 A)phosphate  B)pétrole  C)hydrocarbures  D)makala"
Koboya to kotala mpamba makambo ya kosambela na ekolo esali reference na	['polythéïsme', 'animisme', 'laïcité', 'monothéïsme']	C	high_school_geography	B)animisme	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Koboya to kotala mpamba makambo ya kosambela na ekolo esali reference na
 A)polythéïsme B)animisme C)laïcité D)monothéïsme"
Na kati ya Économie postindustrielle, eloko Nini Na Oyo elandi ezuamaka lokola ya motuya Makasi koleka PONA ko kolisa productivité ?	['nguya', 'musala', 'ba sango ', 'Spécialisation']	C	high_school_geography	D)Spécialisation	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Na kati ya Économie postindustrielle, eloko Nini Na Oyo elandi ezuamaka lokola ya motuya Makasi koleka PONA ko kolisa productivité ?
 A)nguya B)musala C)ba sango  D)Spécialisation"
Kati ya lolenge ya engumba oyo elandi, oyo ezali mbala mibale engumba monene ya mibale na bonene ya ekolo babengaka 	['engumba ya mokili', 'Centre ya decision ya minene.', 'mégalopole', 'Engumba ya primate']	D	high_school_geography	C)mégalopole	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kati ya lolenge ya engumba oyo elandi, oyo ezali mbala mibale engumba monene ya mibale na bonene ya ekolo babengaka 
 A)engumba ya mokili B)Centre ya decision ya minene. C)mégalopole D)Engumba ya primate"
Ekolo nioso Oyo eza Na côte maritime eza Na zone économique exclusive (ZEE) Na ndenge y convention ya Nations unies Na bayé matali Alima ya ebale. bo ndimi Nini Na kati ya Oyo elandi na maye matali Alima ya ebale PE ya ZEE ezali ya solo te?	['Zee ezui molayi Oyo eyi ti Na 200 milles nautiques (370km) ya ba côtes ', 'ba Ekolo ezali Na Alima ya ko Salela biloko ya mabele Na kati ya Zee na bango ', 'ba Ekolo ekoki ko Salela biloko ya plateau continental Oyo ekeyi ti Na 350 mille nautique (560km) koleka Zee na bango ', 'Ekolo Moko ekoki ko Salela biloko ya bomoi ya Zee na ye']	D	high_school_geography	A)Zee ezui molayi Oyo eyi ti Na 200 milles nautiques (370km) ya ba côtes	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ekolo nioso Oyo eza Na côte maritime eza Na zone économique exclusive (ZEE) Na ndenge y convention ya Nations unies Na bayé matali Alima ya ebale. bo ndimi Nini Na kati ya Oyo elandi na maye matali Alima ya ebale PE ya ZEE ezali ya solo te?
 A)Zee ezui molayi Oyo eyi ti Na 200 milles nautiques (370km) ya ba côtes  B)ba Ekolo ezali Na Alima ya ko Salela biloko ya mabele Na kati ya Zee na bango  C)ba Ekolo ekoki ko Salela biloko ya plateau continental Oyo ekeyi ti Na 350 mille nautique (560km) koleka Zee na bango  D)Ekolo Moko ekoki ko Salela biloko ya bomoi ya Zee na ye"
Na kati ya ba entité oyo elandi, oyo wapi ekoki koyoka pression ya démographie ?	['Société ya industrie ezali na ba ressources naturelles ya mingi mpe kokotisa biloko ya kolia', 'Société epai wapi secteur agricole ezali makasi mécanisé', 'Ecumène te', 'Société agricole etelemi na bilanga ya kozikisa']	D	high_school_geography	C)Ecumène	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Na kati ya ba entité oyo elandi, oyo wapi ekoki koyoka pression ya démographie ?
 A)Société ya industrie ezali na ba ressources naturelles ya mingi mpe kokotisa biloko ya kolia B)Société epai wapi secteur agricole ezali makasi mécanisé C)Ecumène te D)Société agricole etelemi na bilanga ya kozikisa"
Eteni ya ndelo kati ya États-Unis na mpe Mexique ezali Rio Grande, na ndakisa	['Monkoloto ya kokabola mai', 'Nzela ya mai', 'Ndelo ya artificiel.', 'Ndelo ya naturel']	D	high_school_geography	D)Ndelo ya naturel	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Eteni ya ndelo kati ya États-Unis na mpe Mexique ezali Rio Grande, na ndakisa
 A)Monkoloto ya kokabola mai B)Nzela ya mai C)Ndelo ya artificiel. D)Ndelo ya naturel"
"Ezali bopalingini ya trait culturel, oyo ekolakisa terme ya ""foyer"" ?"	['Esika ya kokenda', 'Point ya origine', 'Bisika nyoso pembeni ya nzela ya bopalingini', 'Ba axe ya liboso']	B	high_school_geography	Point ya origine	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ezali bopalingini ya trait culturel, oyo ekolakisa terme ya ""foyer"" ?
 A)Esika ya kokenda B)Point ya origine C)Bisika nyoso pembeni ya nzela ya bopalingini D)Ba axe ya liboso"
Ntaka kati ya nord mpe na sud ya équateur ezali na	['Système ya quadrillage na mokili', 'Meridien ya origine', 'Latitude', 'Longitude']	C	high_school_geography	Latitude	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ntaka kati ya nord mpe na sud ya équateur ezali na
 A)Système ya quadrillage na mokili B)Meridien ya origine C)Latitude D)Longitude"
ekolo Nini mingi mingi esalelaka makoki Na yango PONA kolandela ba mbeba Oyo esalami ya ba masuwa?	['Ekolo ya pene ya ebale', 'ekolo ya pavillon ', 'bikolo nionso bazali na makoki wana', 'esambiselo ya mokili mobimba na maye matali mibeko ya ebale']	B	international_law	D)esambiselo ya mokili mobimba na maye matali mibeko ya ebale	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ekolo Nini mingi mingi esalelaka makoki Na yango PONA kolandela ba mbeba Oyo esalami ya ba masuwa?
 A)Ekolo ya pene ya ebale B)ekolo ya pavillon  C)bikolo nionso bazali na makoki wana D)esambiselo ya mokili mobimba na maye matali mibeko ya ebale"
Na nini responsabilité ya kobatela (R2P) ekeseni na lisalisi ya bato ?	['Responsabilité ya kobatela ekokani na fondamentalement ya lisalisi ya bato', 'Responsabilité ya kobatela etali kobenga lisalisi epai ya Leta na mawa.', 'R2P ezali na nse arbitraire na lolenge ezali kosenga lisalisi ya Conseil ya Sécurité na Nations Unies mpe objectif ya liboso ezali kokima crise ya bato.', 'R2P emikotisi kaka na force ya armée, yango ekeseni na lisalisi ya bato.']	C	international_law	A) Responsabilité ya kobatela ekokani na fondamentalement ya lisalisi ya bato	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Na nini responsabilité ya kobatela (R2P) ekeseni na lisalisi ya bato ?
 A)Responsabilité ya kobatela ekokani na fondamentalement ya lisalisi ya bato B)Responsabilité ya kobatela etali kobenga lisalisi epai ya Leta na mawa. C)R2P ezali na nse arbitraire na lolenge ezali kosenga lisalisi ya Conseil ya Sécurité na Nations Unies mpe objectif ya liboso ezali kokima crise ya bato. D)R2P emikotisi kaka na force ya armée"
principe ya lotus ezali nini ?	['Principe elobi ya Lotus ezo stipule ete restriction ya independence ya ba Leta ekoki te kozala présumé to na ndenge ya kolimbola na ndenge esalemi, nyoso oyo epekisami te ezali na ndingisa na droit international', 'Principe elobi ya Lotus elingi ete ba Leta bazala na bonsomi ya kopona Cour oyo bakotika makambo na bango.', 'Principe elobi ya Lotus ezali epekisi ba Etats te ya kosala jurisdiction na bango na execution ya haute mer.', 'Principe elobi ya Lotus elengeli ete na droit coutumier ekobima ba combinaison ya mosala ya ba Etats mpe na opinion juridique.']	A	international_law	D)Principe elobi ya Lotus ezali epekisi ba Etats te ya kosala jurisdiction na bango na execution ya haute mer.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: principe ya lotus ezali nini ?
 A)Principe elobi ya Lotus ezo stipule ete restriction ya independence ya ba Leta ekoki te kozala présumé to na ndenge ya kolimbola na ndenge esalemi B)nyoso oyo epekisami te ezali na ndingisa na droit international C)Principe elobi ya Lotus elingi ete ba Leta bazala na bonsomi ya kopona Cour oyo bakotika makambo na bango. D)Principe elobi ya Lotus ezali epekisi ba Etats te ya kosala jurisdiction na bango na execution ya haute mer."
Kati ya koloba elandi elimboli malamu Constitution ya Britannique ?	['Source moko ya bokonzi ya Constitution Britannique efandi na souverain.', 'Constitution ya Britannique epesi bokonzi na judiciaire makoki ya koannuler ba acte ya Parlement.', 'Constitution ya Britannique ezali na code te ekoki kobimisa na motango ya source.', 'Constitution ya Britannique efandi na kosakola moko ya droit.']	C	international_law	A)Source moko ya bokonzi ya Constitution Britannique efandi na souverain.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Kati ya koloba elandi elimboli malamu Constitution ya Britannique ?
 A)Source moko ya bokonzi ya Constitution Britannique efandi na souverain. B)Constitution ya Britannique epesi bokonzi na judiciaire makoki ya koannuler ba acte ya Parlement. C)Constitution ya Britannique ezali na code te ekoki kobimisa na motango ya source. D)Constitution ya Britannique efandi na kosakola moko ya droit."
