question	choices	answer	subject	command_r+	prompt
Abusua bԑn na Europe kasa bebree no ka ho?	['Ural-Altaic', 'Basque', 'Indo-Europefoɔ', 'Phoeniciafoɔ']	C	high_school_geography	C)Indo-Europefoɔ	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Abusua bԑn na Europe kasa bebree no ka ho?
 A)Ural-Altaic B)Basque C)Indo-Europefoɔ D)Phoeniciafoɔ"
Nsԑm a ԑde apartheid, ethnic cleansing ne nkabom nyinaa wɔ?	['No nyinaa siiɛ wɔ Nazi Germany wɔ Wiase Ntoka I no mu', 'No nyinaa yɛ ntenaseɛ mu ntetemu', 'No nyinaa yɛ kwan a wɛde nipakuo ahodoɛ bɛ bɛmu wɛ mantam baako mu', 'No nyinaa nkyerɛaseɛ ahodoɔ a ɛka asɛm koro no ara']	B	high_school_geography	D)No nyinaa nkyerɛaseɛ ahodoɔ a ɛka asɛm koro no ara	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Nsԑm a ԑde apartheid, ethnic cleansing ne nkabom nyinaa wɔ?
 A)No nyinaa siiɛ wɔ Nazi Germany wɔ Wiase Ntoka I no mu B)No nyinaa yɛ ntenaseɛ mu ntetemu C)No nyinaa yɛ kwan a wɛde nipakuo ahodoɛ bɛ bɛmu wɛ mantam baako mu D)No nyinaa nkyerɛaseɛ ahodoɔ a ɛka asɛm koro no ara"
Nsԑm a ԑwɔ aseԑ ha na ԑkyerԑ atubrafoɔ a wɔte Europe ase yie?	['Bebree no ara mbrɛ sɛ wɔbɛtumi abɛyɛ temanmufoɔ wɔ aman a ɔgye wɔn no mu', 'Ntubrafoɔ a wɔyɛ Nkramofoɔ firi Afrika Atifi afam no de wɔnho ahyɛ France mu yie paa', 'Ntubrafoɔ a ɛba Europe nkuro no ntae mfa wɛn abusua mba', 'Wɔtae ka hyɛ wɔ mantam bi mu']	D	high_school_geography	D)Wɔtae ka hyɛ wɔ mantam bi mu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Nsԑm a ԑwɔ aseԑ ha na ԑkyerԑ atubrafoɔ a wɔte Europe ase yie?
 A)Bebree no ara mbrɛ sɛ wɔbɛtumi abɛyɛ temanmufoɔ wɔ aman a ɔgye wɔn no mu B)Ntubrafoɔ a wɔyɛ Nkramofoɔ firi Afrika Atifi afam no de wɔnho ahyɛ France mu yie paa C)Ntubrafoɔ a ɛba Europe nkuro no ntae mfa wɛn abusua mba D)Wɔtae ka hyɛ wɔ mantam bi mu"
Nnwuma a ԑdi soɔ yi mu bԑn na ԐNNYԐ sikasԑm nnwuma a ԑtɔ so mmienu?	['Hyɛn afa nkabomu', 'Atadeԑ pam', 'Kɔbere tuo', 'Nwoma nkabomu']	C	high_school_geography	D)Nwoma nkabomu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Nnwuma a ԑdi soɔ yi mu bԑn na ԐNNYԐ sikasԑm nnwuma a ԑtɔ so mmienu?
 A)Hyɛn afa nkabomu B)Atadeԑ pam C)Kɔbere tuo D)Nwoma nkabomu"
Johnny ne Susie ԑretu akɔ Scotland akɔsiesie wɔn abusua abankԑseԑ no na w’atena mu. Dԑn na ԑma kwan a ɔretu yi yԑ ntubra?	['Wɔtra ɔman foforɔ hyeɛ', 'Wɔnfa biribiara nka wɔnho nkɔ', 'Wɔretu efiri hɛɔ afebɔɔ', 'Wɔbɛfri hɔ akyɛ asene afe baako']	C	high_school_geography	A) Wɔtra ɔman foforɔ hyeɛ	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Johnny ne Susie ԑretu akɔ Scotland akɔsiesie wɔn abusua abankԑseԑ no na w’atena mu. Dԑn na ԑma kwan a ɔretu yi yԑ ntubra?
 A)Wɔtra ɔman foforɔ hyeɛ B)Wɔnfa biribiara nka wɔnho nkɔ C)Wɔretu efiri hɛɔ afebɔɔ D)Wɔbɛfri hɔ akyɛ asene afe baako"
Deԑ ԑdi soɔ yi mu dԑn na ԑyԑ ɔman?	['Antarctica', 'American Samoa', 'Egypt', 'Marshall Nsupɔ']	C	high_school_geography	Egypt	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Deԑ ԑdi soɔ yi mu dԑn na ԑyԑ ɔman?
 A)Antarctica B)American Samoa C)Egypt D)Marshall Nsupɔ"
Fango a abu so paa no yԑ dԑn?	['Phosphate', 'Ngo', 'Fango', 'Bidie']	D	high_school_geography	A)Phosphate	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Fango a abu so paa no yԑ dԑn?
 A)Phosphate B)Ngo C)Fango D)Bidie"
Sԑ wɔbԑpo anaasԑ wɔnnya atenka biara mfa ԑsom who wɔ ɔman bi mu no de sԑn?	['Nyankopɔn bebree som', 'Abɔdeɛ mu nneɛma som', 'Wiasesɛm', 'Nyankopɔn baako som']	C	high_school_geography	A)Nyankopɔn bebree som	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Sԑ wɔbԑpo anaasԑ wɔnnya atenka biara mfa ԑsom who wɔ ɔman bi mu no de sԑn?
 A)Nyankopɔn bebree som B)Abɔdeɛ mu nneɛma som C)Wiasesɛm D)Nyankopɔn baako som"
Wɔ ɔman a ԑwɔ adwumayԑ-akyiri no, adeԑ a ԑdi soɔ yi mu na wɔfa no sԑ deԑ ԑho hia paa a ԑde adwuma nkɔsoɔ ba?	"['Ahoɔden', 'Nsano nnwumayɛ', 'Asɛm', ""wode w'ani ɛresi biribi pɔtee so""]"	C	high_school_geography	A)Ahoɔden	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Wɔ ɔman a ԑwɔ adwumayԑ-akyiri no, adeԑ a ԑdi soɔ yi mu na wɔfa no sԑ deԑ ԑho hia paa a ԑde adwuma nkɔsoɔ ba?
 A)Ahoɔden B)Nsano nnwumayɛ C)Asɛm D)wode w'ani ɛresi biribi pɔtee so"
Kuro a ne kԑseԑ no boro mmɔho mmienu kyԑn kuro a ne kԑseԑ no di soɔ wɔ ɔman bi mu no de sԑn	['Amansan kuro', 'Wiase kuro panyin', 'Kuro kɛseɛ paa', 'Kuro a edi kan']	D	high_school_geography	C)Kuro kɛseɛ paa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kuro a ne kԑseԑ no boro mmɔho mmienu kyԑn kuro a ne kԑseԑ no di soɔ wɔ ɔman bi mu no de sԑn
 A)Amansan kuro B)Wiase kuro panyin C)Kuro kɛseɛ paa D)Kuro a edi kan"
Ͻman biara a wɔwɔ mpoano biara wɔ sikasԑm mantam soronko bi a ne tiawa yԑ EEZ wɔ UN Nhyiamu a ԑfa mmara a ԑwɔ ԑpo ho. Deԑ ԑdi soɔ yi mu bԑn a ԑfa mmara a ԑwɔ ԑpo ho ne EEZ no na ԐNNYԐ nokorԑ?	"['EEZ no tra kɔsi ԑposo nsusudeԑ kwansini 200 (370 km) firi mpoano', 'Aman wɔ ho kwan sɛ wɔtu abɔdeɛ mu adeɛ a ɛwɔ EEZ no mu', ""Aman wɔ ho kwan sɛ wɔtu abɔdeɛ mu adeɛ a ɛwɔ asaasepɔn n'ano kɔ si ɛposo nsusudeɛ kwansini 350 (560 km) a ɛtra EEZ no"", 'Aman nni ho kwan sɛ wɔtu abɔdeɛ mu adeɛ a ɛwɔ EEZ no mu']"	D	high_school_geography	D)Aman nni ho kwan sɛ wɔtu abɔdeɛ mu adeɛ a ɛwɔ EEZ no mu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ͻman biara a wɔwɔ mpoano biara wɔ sikasԑm mantam soronko bi a ne tiawa yԑ EEZ wɔ UN Nhyiamu a ԑfa mmara a ԑwɔ ԑpo ho. Deԑ ԑdi soɔ yi mu bԑn a ԑfa mmara a ԑwɔ ԑpo ho ne EEZ no na ԐNNYԐ nokorԑ?
 A)EEZ no tra kɔsi ԑposo nsusudeԑ kwansini 200 (370 km) firi mpoano B)Aman wɔ ho kwan sɛ wɔtu abɔdeɛ mu adeɛ a ɛwɔ EEZ no mu C)Aman wɔ ho kwan sɛ wɔtu abɔdeɛ mu adeɛ a ɛwɔ asaasepɔn n'ano kɔ si ɛposo nsusudeɛ kwansini 350 (560 km) a ɛtra EEZ no D)Aman nni ho kwan sɛ wɔtu abɔdeɛ mu adeɛ a ɛwɔ EEZ no mu"
Deԑ ԑdi soɔ yi mu bԑn na ԑbԑ tae ahu ɔhyԑ bi a ԑfiri nnipadom mu?	"['Mfidiedwuma nipakuo a ԑwɔ abɔdeԑ mu nneԑma bebree na wɔkra nnuane bebree', 'Nipakuo a wɔde mfidie yɛ kua paa', 'Beaeɛ a nipa dodɔoɔ nte', ""Kuay- nipakuo a wɔtwa a, na w'ahye""]"	D	high_school_geography	A)Mfidiedwuma nipakuo a ԑwɔ abɔdeԑ mu nneԑma bebree na wɔkra nnuane bebree	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Deԑ ԑdi soɔ yi mu bԑn na ԑbԑ tae ahu ɔhyԑ bi a ԑfiri nnipadom mu?
 A)Mfidiedwuma nipakuo a ԑwɔ abɔdeԑ mu nneԑma bebree na wɔkra nnuane bebree B)Nipakuo a wɔde mfidie yɛ kua paa C)Beaeɛ a nipa dodɔoɔ nte D)Kuay- nipakuo a wɔtwa a"
Hyeԑ a ԑda United States ne Mexico ne fa baabi no yԑ Rio Grande, nhwԑsoɔ ma	['Nsuo adekyԑmu', 'Baabi a nsuo fa', 'Hyeԑ a nipa na ayԑ', 'Hyeԑ a ԑwɔ abɔdeԑ mu']	D	high_school_geography	Baabi a nsuo fa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Hyeԑ a ԑda United States ne Mexico ne fa baabi no yԑ Rio Grande, nhwԑsoɔ ma
 A)Nsuo adekyԑmu B)Baabi a nsuo fa C)Hyeԑ a nipa na ayԑ D)Hyeԑ a ԑwɔ abɔdeԑ mu"
Sԑ yԑkasa fa ammamerԑ su a ԑterԑ a, “hearth” aseԑ kyerԑ sԑn?	['Baabi a wookɔ', 'Baabi a wo firi', 'Mmeaeɛ a ɛwɔ kwan a ɛterɛ fa no so', 'Baabi a biribiara kɔ hyia ano']	B	high_school_geography	C)Mmeaeɛ a ɛwɔ kwan a ɛterɛ fa no so	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Sԑ yԑkasa fa ammamerԑ su a ԑterԑ a, “hearth” aseԑ kyerԑ sԑn?
 A)Baabi a wookɔ B)Baabi a wo firi C)Mmeaeɛ a ɛwɔ kwan a ɛterɛ fa no so D)Baabi a biribiara kɔ hyia ano"
Kwan a ԑda nsaneԑ a ԑda wiase no atifi ne anaafoɔ no yԑ	['Wiase nyinaa nsaneԑ-nkabom nhyehyԑho', 'Wiase nsaneԑ a ԑda mfimfini', 'Wiase nsaneԑ a efiri nifa kɔ bankum', 'wiase nsaneԑ a efiri soro kɔ fam']	C	high_school_geography	B)Wiase nsaneԑ a ԑda mfimfini	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kwan a ԑda nsaneԑ a ԑda wiase no atifi ne anaafoɔ no yԑ
 A)Wiase nyinaa nsaneԑ-nkabom nhyehyԑho B)Wiase nsaneԑ a ԑda mfimfini C)Wiase nsaneԑ a efiri nifa kɔ bankum D)wiase nsaneԑ a efiri soro kɔ fam"
Ͻman bԑn na ɔtae de asԑnnie a ԑfa amumuyԑ a ԑkɔso wɔ ahyԑn mu no di dwuma?	['Ͻman a ԑwɔ mpoano', 'Frankaa man no', 'Aman nyinaa wɔ saa asennie tumi no kwan', 'Amanaman asɛnnibea ma mmara a ɛwɛ ɛpo ho']	B	international_law	D)Amanaman asɛnnibea ma mmara a ɛwɛ ɛpo ho	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ͻman bԑn na ɔtae de asԑnnie a ԑfa amumuyԑ a ԑkɔso wɔ ahyԑn mu no di dwuma?
 A)Ͻman a ԑwɔ mpoano B)Frankaa man no C)Aman nyinaa wɔ saa asennie tumi no kwan D)Amanaman asɛnnibea ma mmara a ɛwɛ ɛpo ho"
Ͻkwan bԑn so na Asodie a ԑfa bambɔ ho a ɔtwa no tia sԑ R2P no da nso firi ntamgyina a efiri nnipa ahummɔborɔ mu?	['R2P ne nnipa ahummɔbro mmoa yԑ ade korɔ no a ne sa', 'R2P hia ɔfrɛ firi ɔman a neho akyere no sɛ wɔmboa no', 'R2P no ntuim nyɛ deɛ wɔpɛ yie fisɛ wɔhia UNSC no ahohyɛmu bi na ne botae paa ne sɛ wɔbe si atyerɛnkyɛm a ɛto nipa ho kwan', 'R2P no de asraa foɔ di dwuma, ɛberɛ a nnipa ahummɔbrɔ mmoa mfa ndi dwuma']	C	international_law	A) R2P ne nnipa ahummɔbro mmoa yԑ ade korɔ no a ne sa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ͻkwan bԑn so na Asodie a ԑfa bambɔ ho a ɔtwa no tia sԑ R2P no da nso firi ntamgyina a efiri nnipa ahummɔborɔ mu?
 A)R2P ne nnipa ahummɔbro mmoa yԑ ade korɔ no a ne sa B)R2P hia ɔfrɛ firi ɔman a neho akyere no sɛ wɔmboa no C)R2P no ntuim nyɛ deɛ wɔpɛ yie fisɛ wɔhia UNSC no ahohyɛmu bi na ne botae paa ne sɛ wɔbe si atyerɛnkyɛm a ɛto nipa ho kwan D)R2P no de asraa foɔ di dwuma"
Dԑn ne ‘Lotus nnyinasosԑm’ no?	['Deԑ wɔfre no Lotus gyidie fapem no yԑ sԑ ‘wontumi mfa w’adwene mbu akwansideԑ a ԑwɔ aman a wɔde wɔnho no ho’, anaa, sԑneԑ w’ahyehyԑ noɔ no, “deԑ wɔmbraa no biara wɔ ho kwan wɔ amanaman mmara mu’', 'Deԑ wɔfre no Lotus gyidie fapem no yԑ sԑ aman wɔ ho kwan sɛ wɔfa asɛnnibea biara a wɔbedi wɔn asɛm', 'Deԑ wɔfre no Lotus gyidie fapem no yԑ sԑ aman nnin akwansideɛ bia sɛ wɔde mmara a ɛbɔ wɔn ɛpo ho ban no beddi dwuma', 'Deԑ wɔfre no Lotus gyidie fapem no yԑ sԑ ammaneɛ mmara firi ɔman no ne opinio juris nkabomu nkyɛn']	A	international_law	A)Deԑ wɔfre no Lotus gyidie fapem no yԑ sԑ ‘wontumi mfa w’adwene mbu akwansideԑ a ԑwɔ aman a wɔde wɔnho no ho’	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dԑn ne ‘Lotus nnyinasosԑm’ no?
 A)Deԑ wɔfre no Lotus gyidie fapem no yԑ sԑ ‘wontumi mfa w’adwene mbu akwansideԑ a ԑwɔ aman a wɔde wɔnho no ho’ B)anaa C)sԑneԑ w’ahyehyԑ noɔ no D)“deԑ wɔmbraa no biara wɔ ho kwan wɔ amanaman mmara mu’"
Nsԑm a ԑdi soɔ yi mu dԑn na ԑkyerԑ UK ɔmammara no ase yie?	['UK ɔmanmmara no tumi farebae pԑ yԑ ɔhene no', 'UK ɔmanmmara no ma asɛnnibea no tumi sɛ ɔdane nneyɛ a wayɛ wɔ mmarahyɛbadwam', 'Wɔntwerɛɛ UK ɔmanmmara no wɔ faako na wobɛhu wɔ mmeaeɛ bebree', 'UK ɔmanmmara no gyina faahodie mmara no so']	C	international_law	D)UK ɔmanmmara no gyina faahodie mmara no so	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nsԑm a ԑdi soɔ yi mu dԑn na ԑkyerԑ UK ɔmammara no ase yie?
 A)UK ɔmanmmara no tumi farebae pԑ yԑ ɔhene no B)UK ɔmanmmara no ma asɛnnibea no tumi sɛ ɔdane nneyɛ a wayɛ wɔ mmarahyɛbadwam C)Wɔntwerɛɛ UK ɔmanmmara no wɔ faako na wobɛhu wɔ mmeaeɛ bebree D)UK ɔmanmmara no gyina faahodie mmara no so"
Dԑn ne ɔhyԑ a ԑda asԑm nsiesieԑ a ԑnam asomdowoeԑ kwan so?	['Ԑyԑ asodie a ԑwɔ aba a ԑbԑ so mu, ԑne sԑ, Aman no hyԑ asodie ketee bi ase sԑ wɔbesiesie mansotwe biara wɔ mmerԑ tiawa mu', 'Ԑyɛ asodie a ɛwɔ nneyɛ mu, te sɛ aman wɔ asodie sɛ wɔbɛsisie mansotwe wɔ aspmdwoeɛ kwan so. Yei nkyerɛ sɛ wɔwɔ asodie sɛ wɔbɛsisie wɔn mansotwe', 'Ԑyɛ mmara a ɛtwa biribiara to wɔ amanaman mmara mu na aman nyina wɔ mmaransɛm aniku sɛ wɔbɛbɔ kwan a wɔde yɛ adwuma no ho ban wɔ mansotwe biara mu', 'Ԑyɛ asodie a ɛfa amanaman asɛennibea ho nnkoa']	B	international_law	D)Ԑyɛ asodie a ɛwɔ nneyɛ mu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dԑn ne ɔhyԑ a ԑda asԑm nsiesieԑ a ԑnam asomdowoeԑ kwan so?
 A)Ԑyԑ asodie a ԑwɔ aba a ԑbԑ so mu B)ԑne sԑ C)Aman no hyԑ asodie ketee bi ase sԑ wɔbesiesie mansotwe biara wɔ mmerԑ tiawa mu D)Ԑyɛ asodie a ɛwɔ nneyɛ mu"
Nsԑm a ԑdi soɔ yi mu bԑn na ԑyԑ nkontompo?	['Nhyehyԑeԑ 14 no sesaa kuo a wɔtena se tie nsԑm a yԑgyԑ to mu firi atemuafoɔ mmiԑnsa kɔ si ɔtemuafoɔ baako nhyehyԑeԑ', 'Nhyehyɛeɛ 14 no de ɔkwan a wɔde gye biribi to mu kaa ho', 'Nhyehyɛeɛ 14 no bɔɔ nipa faahodie kuo no guuɛ', 'Nhyehyɛeɛ 14 no de berɛ a Europe Asɛnnibea a wɔhwɛ nipa faahodie no tena akongua mu no bi kaa ho']	C	international_law	D)Nhyehyɛeɛ 14 no de berɛ a Europe Asɛnnibea a wɔhwɛ nipa faahodie no tena akongua mu no bi kaa ho	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nsԑm a ԑdi soɔ yi mu bԑn na ԑyԑ nkontompo?
 A)Nhyehyԑeԑ 14 no sesaa kuo a wɔtena se tie nsԑm a yԑgyԑ to mu firi atemuafoɔ mmiԑnsa kɔ si ɔtemuafoɔ baako nhyehyԑeԑ B)Nhyehyɛeɛ 14 no de ɔkwan a wɔde gye biribi to mu kaa ho C)Nhyehyɛeɛ 14 no bɔɔ nipa faahodie kuo no guuɛ D)Nhyehyɛeɛ 14 no de berɛ a Europe Asɛnnibea a wɔhwɛ nipa faahodie no tena akongua mu no bi kaa ho"
Dԑn ne ‘ɔbotan’ a ԑwɔ UN Nhyiamu wɔ Mmara a ԑwɔ Ԑpo ho a ɔtwa no tiawa sԑ UNCLOS no ase?	['Aboɔ yԑ supo a ne tԑtrԑtԑ no sua kyԑn kwansini ahanan 10', 'Aboɔ yԑ supo a ɛnii ɛposo mantam biara', 'Aboɔ yԑ supo a nipa ntumi ntena so anaa abrabɔ ho sikasem ɛntumi ɛnkɔso na wode toto ɔfa 121 (3) a, ɛnni ɛno nkoa sikasɛm mantam a ate ne ho anaasɛ asaasepɔn biara so', 'Aboɔ yԑ supo ketewa a nipa tumi ntena so']	C	international_law	C)Aboɔ yԑ supo a nipa ntumi ntena so anaa abrabɔ ho sikasem ɛntumi ɛnkɔso na wode toto ɔfa 121 (3) a	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dԑn ne ‘ɔbotan’ a ԑwɔ UN Nhyiamu wɔ Mmara a ԑwɔ Ԑpo ho a ɔtwa no tiawa sԑ UNCLOS no ase?
 A)Aboɔ yԑ supo a ne tԑtrԑtԑ no sua kyԑn kwansini ahanan 10 B)Aboɔ yԑ supo a ɛnii ɛposo mantam biara C)Aboɔ yԑ supo a nipa ntumi ntena so anaa abrabɔ ho sikasem ɛntumi ɛnkɔso na wode toto ɔfa 121 (3) a D)ɛnni ɛno nkoa sikasɛm mantam a ate ne ho anaasɛ asaasepɔn biara so"
Dԑn ne amanaman mmaransԑm su asekyerԑ?	['Ԑkyerԑ sԑ aman pԑ na wɔfa no sԑ wɔn a wɔhyԑ amanaman mmara ase', 'Ԑkyerԑ sԑ wowɔ faahodie ne asɛdeɛ wɔ amanaman mmara ase na wowɔ akwanya sɛ deɛ ɛsɛsɛ ɔde yɛ adwuma no bɛtumi de adi adwuma ama ne ho anaa sɛ atia obi', 'Ԑkyerԑ sԑ kuo no bɛtumi ne aman no tumi no akɔ mpu ne mpu', 'Ԑyɛ asɛm bi a ɛkyerɛ mmaransɛm, na ɛnnyɛ nnipa a ɛhyɛ amanaman mmara ase']	B	international_law	D)Ԑyɛ asɛm bi a ɛkyerɛ mmaransɛm	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dԑn ne amanaman mmaransԑm su asekyerԑ?
 A)Ԑkyerԑ sԑ aman pԑ na wɔfa no sԑ wɔn a wɔhyԑ amanaman mmara ase B)Ԑkyerԑ sԑ wowɔ faahodie ne asɛdeɛ wɔ amanaman mmara ase na wowɔ akwanya sɛ deɛ ɛsɛsɛ ɔde yɛ adwuma no bɛtumi de adi adwuma ama ne ho anaa sɛ atia obi C)Ԑkyerԑ sԑ kuo no bɛtumi ne aman no tumi no akɔ mpu ne mpu D)Ԑyɛ asɛm bi a ɛkyerɛ mmaransɛm"
Deԑ ԑdi soɔ yi mu dԑn na ԑyԑ nnipa faahodie nhyehyԑeԑ a ԑgyina apam so?	['UN Nipa Faahodie agyinatukuo no', 'UN Nipa Faahodie kuo no', 'UN Nipa Wiase nyinaa tɔda nhwehwɔmu no', 'UN nnwuma soronko no']	A	international_law	A)UN Nipa Faahodie agyinatukuo no	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Deԑ ԑdi soɔ yi mu dԑn na ԑyԑ nnipa faahodie nhyehyԑeԑ a ԑgyina apam so?
 A)UN Nipa Faahodie agyinatukuo no B)UN Nipa Faahodie kuo no C)UN Nipa Wiase nyinaa tɔda nhwehwɔmu no D)UN nnwuma soronko no"
UN Vienna Mpaemuka wɔ 1993 no paee mu kaa sԑ	['Awoɔ ntoasoɔ mmiԑnsa  faahodie ho wɔ mfasoɔ a ԑsom bo', 'Nipa ntam ne amanyɔnsɛm faahodie yɛ faahodie a ɛyɛ fapem', 'Faahodie nyinaa yɛ adeɛ a wontumi nkyɛ mu, na aynkɔfam da ntam na ɛgyini wɔnho wɔnho so', 'Nipa ntam asɛm ne sikasɛm faahodie yɛ adeɛ a wontumi nhyɛ no ketee']	C	international_law	A)Awoɔ ntoasoɔ mmiԑnsa faahodie ho wɔ mfasoɔ a ԑsom bo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: UN Vienna Mpaemuka wɔ 1993 no paee mu kaa sԑ
 A)Awoɔ ntoasoɔ mmiԑnsa  faahodie ho wɔ mfasoɔ a ԑsom bo B)Nipa ntam ne amanyɔnsɛm faahodie yɛ faahodie a ɛyɛ fapem C)Faahodie nyinaa yɛ adeɛ a wontumi nkyɛ mu D)na aynkɔfam da ntam na ɛgyini wɔnho wɔnho so"
Dԑn ne farebae kԑseԑ a ԑwɔ bɔne-fafiri mu sԑ wohwԑ amanaman kuo a w’atwa no tiawa sԑ IOs no?	['Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ UN krataa no', 'Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ asoeɛ nnyetomu no ne nkeatoɔ a ɛw[ afa bebree a ɛde bɔne fafiri pɔtee bi ma', 'Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ ammaneɛ mmara', 'Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ Vienna Nhyiamu wɔ nkutahodie dwumadie bɔne fafiri']	B	international_law	A)Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ UN krataa no	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dԑn ne farebae kԑseԑ a ԑwɔ bɔne-fafiri mu sԑ wohwԑ amanaman kuo a w’atwa no tiawa sԑ IOs no?
 A)Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ UN krataa no B)Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ asoeɛ nnyetomu no ne nkeatoɔ a ɛw[ afa bebree a ɛde bɔne fafiri pɔtee bi ma C)Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ ammaneɛ mmara D)Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ Vienna Nhyiamu wɔ nkutahodie dwumadie bɔne fafiri"
Mpanyinyԑ anaa ahiadeԑ bi wɔ hɔ a ԑfa aman a ԑwɔ amanaman mmara ase?	"['Aane, aman a ԑka wɔn a wɔtee Wiase Nkabom kuo no wɔ tumi kԑseԑ', ""Aane, ɛnum a ɔwɔ hɔ afebɔɔ a wɔka UN ahobanboɔ kuo no ho (UK, USA, France, Russia, China) wɔ tumi kɛseɛ kyɛn wɔn a w'aka no"", ""Daabi, aman no nyinii sɛ wɔyɛ aman a wɔde wɔnho a wɔyɛ pɛ (gyidie fapem a ɛwɔ aman wɔde wɔnho tipɛnyɛ, a w'atwerɛ wɔ ɔfa 2, kaspɛn 1 UN krataa)"", 'Sɛ mpaninyɛ bi a ɛwɔ aman no ntam bɛwɔ hɔ no yɛ asɛm bi a ɛwɔ sɛ amanaman kuo bi si ho gyinaɛ']"	C	international_law	A)Aane	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Mpanyinyԑ anaa ahiadeԑ bi wɔ hɔ a ԑfa aman a ԑwɔ amanaman mmara ase?
 A)Aane B)aman a ԑka wɔn a wɔtee Wiase Nkabom kuo no wɔ tumi kԑseԑ C)Aane D)ɛnum a ɔwɔ hɔ afebɔɔ a wɔka UN ahobanboɔ kuo no ho (UK"
